SPANISH	Selected_Proto4	score	PORTUGUESE	ITALIAN	FRENCH	Selected_Proto5	ROMANIAN	LATIN-CORRECT	Selected_Proto1	Selected_Proto2	Selected_Proto3	final_proposed_protoform
xeɾundjo	dʒeuunjiw	-3.947019504999547	ʒeɾũŋdjʊ	dʒerundio	-	dʒɾuunjiw	dʒeɾunziw	ɡɛrʊndɪʊm	dʒeuudjio	dʒeuunjio	dʒeuudjiw	dʒeuunjʊm
xestjon	xɛstjɔn	-2.314723737202711	-	-	ʒɛstjɔ̃	ʒestjon	-	ɡɛstirɛ	ʒɛstjɔn	ʒɛstjon	ʒestjɔn	xɛstjɔn
-	ɡoʃjso	-3.8590847182712773	-	ɡotsso	ɡozje	ɡoʃseo	ɡuʃə	ɡɛʊsɪas	ɡoʃəeo	ɡoʃjeo	ɡoʃəso	ɡoʃəsa
xiβa	debabo	-5.257262459021308	ʒebɐ	dʒibbo	-	debbbo	ɡeb	ɡɪbbʊm	ɡebabo	ɡebɐbo	ɡebbbo	deabʊm
-	ɡeatʃəo	-3.319809755491989	-	ɡjatʃʃo	ɡlas	ɡeatʃʃo	ɡeatsə	ɡlakɪɛm	ɡeatsəo	ɡlatsəo	ɡeatsʃo	ɡlatsəa
-	ɡlajʒlɔlo	-2.8153673622532374	-	dʒadʒʒɔlo	ɡlajœl	ɡladœlɔlo	-	ɡladɪɔlʊm	ɡlajœʒɔlo	ɡlajʒʒɔlo	ɡlajœlɔlo	ɡlajœʒɔla
ɡlaðjo	ɡladoom	-3.5549883225335757	ɡladjʊ	ɡjado	ɡlɛv	ɡladoum	ɡladjum	ɡladɪʊm	ɡladjom	ɡladjʊm	ɡladjum	ɡladjʊm
ɡlanduloso	ɡlandulozʊ	-2.579738241035921	ɡlɐ̃ŋdulozʊ	-	-	ɡlaŋduloso	ɡlandulos	ɡlandʊlosʊm	ɡlanduloso	ɡlandulosʊ	ɡlandulozo	ɡlandulaʊsa
ʎeɾa	ɡjɾaa	-2.4092600369327783	-	ɡjaia	-	ɡjaaa	-	ɡlarɛam	ɡjaia	ɡjɾia	ɡeaia	ɡeia
-		-1.5594379124341002	-	ɡjajozo	-		-	ɡlarɛosʊm	ɡjajozo			ɡjajozʊm
latiɾ		-1.7594379124341002	-	-	-		-	ɡlattirɛ	latiɾ			latiɾ
ɡlaʊko	ɡlawko	-3.2832787517933237	ɡlaʊkʊ	ɡlauko	ɡlok	ɡlakko	ɡlawk	ɡlaʊkʊm	ɡlaʊko	ɡlaʊkʊ	ɡlauko	ɡlauka
liɾon	liaʁn	-4.409216273365011	-	ɡiro	lwaʁ	lirʁn	-	ɡlirɛm	liɾon	liaon	liron	lerʊmn
-	ɡluteʃare	-2.700653382714272	-	kiotʃʃare	ɡluse	ɡloseʃare	-	ɡlokirɛ	ɡlusʃʃare	ɡlutʃʃare	ɡluseʃare	ɡlosʃʃara
ɡloɾjaɾ	ɡlorjare	-2.2901625729954884	-	ɡloriare	-	ɡloɾiare	-	ɡlorɪari	ɡlorjaɾe	ɡloriare	ɡloriaɾe	ɡlʊmrjaɾa
ɡloɾjosisimo	ɡloriozissmmo	-2.350306243873627	-	ɡloriozissimo	-	ɡloriozissmoo	-	ɡlorɪosɪssɪmʊm	ɡloriozissimo	ɡloriozisiimo	ɡloriozissioo	ɡloriozixmʊm
ɡlosa	ɡlɔsaa	-2.50805020110221	ɡlɔzɐ	ɡlɔssa	-	ɡlɔzaa	-	ɡlɔssam	ɡlɔssa	ɡlɔsɐa	ɡlɔzsa	ɡlɔsa
-		-1.3873994539038121	-	ɡlɔttide	-		-	ɡlottɪdɛm	ɡlɔttide			ɡlɔctida
-		-2.6255493609687015	-	ɡlutine	ɡly		-	ɡlutɛn	ɡlytine	ɡlutine		ɡlytina
ɡlutiɾ		-1.8094379124341002	-	-	-		-	ɡlʊttirɛ	ɡlutiɾ			ɡlutiɾ
ɡloton	ɡlutɔnne	-3.6497834011059727	ɡlutɐ̃ʊ̃	ɡiottone	ɡlutɔ̃	ɡluttnne	-	ɡlʊttonɛm	ɡlutɔone	ɡlutɔʊne	ɡluttone	ɡluptʊmna
ɡoβjo	ɡobɔone	-3.6413204230689757	-	ɡobione	ɡuʒɔ̃	ɡobione	-	ɡobɪʊm	ɡoʒɔone	ɡoʒjone	ɡoʒione	ɡʊmʒɔʊmna
ɡonθe	ɡonfʊ	-4.155170185988092	ɡoŋfʊ	-	ɡɔ̃	ɡoŋθe	-	ɡɔmpʰʊm	ɡonθe	ɡonθʊ	ɡonfe	ɡanfa
-		-1.3594379124341003	-	ɡonorrɛa	-		-	ɡɔnɔrrhɔɪam	ɡonorrɛa			ɡʊmnorrɛa
ɡolðɾe		-1.6334905611040789	-	-	-		-	ɡorytɔn	ɡolðɾe			ɡʊmlðɾa
-	ɡɹɐbatʊ	-2.515201303799836	ɡɹɐbatʊ	-	ɡʁaba		-	ɡrabatʊm	ɡʁabatʊ	ɡʁɐbatʊ	ɡɹabatʊ	ɡʁɐbata
ɡɾaθil	ɡrasille	-3.2222017761437964	-	ɡratʃile	ɡʁasil	ɡratille	-	ɡrakɪlɛm	ɡʁasille	ɡʁaθille	ɡʁatille	ɡʁaθill
ɡɾaxa	ɡʁakkia	-4.2758292573322745	ɡɹaʎɐ	ɡrakkia	ɡʁɔl	ɡʁakaia	-	ɡrakʊlam	ɡʁalɐia	ɡʁalkia	ɡʁalaia	ɡʁalɐa
ɡɾaxo	ɡrauo	-4.430383401522043	ɡɹaʎʊ	-	ɡʁɔl	ɡrauʊ	ɡraur	ɡrakʊlʊm	ɡraur	ɡralr	ɡralo	ɡaul
ɡɾaðo	ɡɾado	-3.7400440987093706	ɡɹadʊ	ɡrado	ɡʁad	ɡɹado	ɡrad	ɡradʊm	ɡrado	ɡradʊ	ɡʁado	ɡradʊm
ɡɾama	ɡʁamɐn	-3.2420193761824105	ɡɹɐ̃mɐ	-	ɡʁamɛn	ɡɾamɛn	-	ɡramɛn	ɡɾaman	ɡʁamɛn	ɡʁaman	ɡʁama
ɡɾamineo	ɡraminea	-2.4895172623456836	ɡɹɐminiʊ	ɡramiɲɲa	-	ɡramineo	-	ɡramɪnɛʊm	ɡraminɲʊ	ɡraminɲa	ɡraminɲo	ɡramineʊm
ɡɾamatikal	ɡɾamɐtikal	-2.3434070875143007	ɡɹɐmɐtikɑl	-	-	ɡɾɐmatikal	-	ɡrammatɪkalɛm	ɡɾamatikal	ɡɾamɐtikɑl	ɡɾamatikɑl	ɡɾamɐtika
ɡɾaneɾo	ɡranjro	-3.4571546851630064	-	ɡranaio	ɡʁənje	ɡranaɾo	ɡrɨnar	ɡranarɪʊm	ɡranaio	ɡranaeo	ɡranaro	ɡranaia
ɡɾanaðo	ɡranadə	-3.6721138859240865	ɡɹɐnadʊ	ɡranato	ɡʁənad	ɡranatʊ	ɡranatə	ɡranatʊm	ɡranato	ɡranatə	ɡranado	ɡranada
ɡɾande	ɡʁandɨ	-4.171636954546489	ɡɹɐ̃ŋdɨ	ɡrande	ɡʁɑ̃	ɡɹande	-	ɡrandɛm	ɡrande	ɡɾande	ɡʁande	ɡʁandɨ
ɡɾaniθo	ɡraniine	-3.0514777458944145	ɡɹɐnizʊ	ɡrandine	-	ɡrandioə	ɡrindinə	ɡrandɪnɛm	ɡrandine	ɡrandinə	ɡraniinə	ɡrandinʊm
ɡɾano	ɡryno	-5.348576624028658	ɡɹɐ̃ʊ̃	ɡrano	ɡʁɛ̃	ɡrɛno	ɡryw	ɡranʊm	ɡrano	ɡrawo	ɡraʊo	ɡrɛnʊm
-		-1.2594379124341004	-	-	ɡʁɛfje		-	ɡrapʰɪarɪʊm	ɡʁɛfje			ɡʁɛflia
ɡaɾfjo	ɡaɾffʊ	-3.1970791533654377	ɡaɾəfʊ	-	ɡʁɛf	ɡaɾəjo	-	ɡrapʰɪʊm	ɡaɾfjo	ɡaɾfjʊ	ɡaɾffo	ɡaɾfliʊm
-		-1.8094379124341002	ɡɹɐsaɹ	-	-		-	ɡrassari	ɡɹɐsaɹ			ɡɹɐsaɹ
-	ɡʁɐtifjeaɹ	-2.291595637938797	ɡɹɐtifikaɹ	-	ɡʁatifje	ɡʁatifikaɹ	-	ɡratɪfɪkari	ɡʁatifjeaɹ	ɡʁatifjkaɹ	ɡʁatifieaɹ	ɡʁatiflika
ɡɾaθjoso	ɡratsoooo	-5.102972107250141	ɡɹɐsiozʊ	ɡratsiozo	ɡʁasjø	ɡratsooʊo	ɡratsjos	ɡratɪosʊm	ɡratsooso	ɡratsoozo	ɡratjooso	ɡratsʊmzʊm
ɡɾatitud	ɡɾatitɐd	-2.63824757380603	ɡɹɐtidɐ̃ʊ̃	-	-	ɡɾatidud	-	ɡratɪtudɪnɛm	ɡɾatitud	ɡɾatitɐʊ	ɡɾatituʊ	ɡɾatidɨd
ɡɾatwito	ɡɾatuito	-3.3227585235705934	ɡɹɐtuɪtʊ	ɡratuito	ɡʁatyi	ɡɹatuito	-	ɡratʊitʊm	ɡratuito	ɡʁatuito	ɡʁatuitʊ	ɡʁatuitʊm
ɡɾaðo	ɡrado	-2.50356201581814	ɡɹadʊ	ɡrato	-	ɡɾato	-	ɡratʊm	ɡrato	ɡɾaðo	ɡraðo	ɡɾatʊm
ɡɾaβiðo	ɡɹavido	-3.312824692592268	ɡɹavidʊ	ɡravido	ɡʁavid	ɡɾavido	ɡravid	ɡrawɪdʊm	ɡravido	ɡravidʊ	ɡʁavido	ɡravid
ɡɾaβitaθjon	ɡravitatsɔone	-4.439478618893035	ɡɹɐvitɐsɐ̃ʊ̃	ɡravitatsione	ɡʁavitasjɔ̃	ɡravitatsɔene	ɡravitatsje	ɡrawɪtatɪonɛm	ɡravitatsjone	ɡravitatsjene	ɡravitatsjnne	ɡravitasjana
ɡɾaβaɾ	ɡɾavare	-3.1044037922596663	-	ɡravare	ɡʁəve	ɡravare	-	ɡrawarɛ	ɡʁavaɾe	ɡʁavare	ɡravaɾe	ɡʁavaɾa
ɡɾemjo	ɡremjo	-1.7749039157565931	-	ɡrɛmbo	-	ɡɾɛmbo	-	ɡrɛmɪʊm	ɡrɛmbo	ɡrɛmjo	ɡrembo	ɡɾɛmbʊm
ɡɾeɪ	ɡreɪɛʁe	-4.839176714966401	ɡɹeɪ	ɡrɛdʒʒe	ɡʁeɡɛʁ	ɡʁeɪʒʒe	-	ɡrɛɡɛm	ɡʁeɪɛʁe	ɡʁeɪɛʒe	ɡʁeɪʒʁe	ɡʁeɪʒʒa
-		-1.7594379124341002	ɡɹomɐ	-	-		-	ɡromam	ɡɹomɐ			ɡɹomɐ
-		-1.7925823589626384	-	-	ɡʁymo		-	ɡrumʊlʊm	ɡʁymo			ɡʁymʊa
ɡɾumo	ɡɹumo	-3.45236202625759	ɡɹumʊ	ɡrumo	ɡʁymo	ɡʁumo	ɡrum	ɡrumʊm	ɡrumo	ɡɾumo	ɡrumʊ	ɡrumʊm
-		-1.2094379124341001	-	ɡronda	-		-	ɡrʊndam	ɡronda			ɡronda
ɡɾuɲiɾ	ɡruɲiɾe	-3.165956278165414	ɡɹũɲiɹ	ɡruɲire	ɡʁoɲe	ɡruɲire	-	ɡrʊnnirɛ	ɡʁuɲiɾe	ɡʁuɲiɹe	ɡʁuɲire	ɡʁuɲia
ɡɾifo	ɡʁifo	-2.924294596057093	ɡɹifʊ	ɡrifo	ɡʁifɔ̃	ɡɹifo	-	ɡrypʰɛm	ɡrifo	ɡɾifo	ɡʁifɔ	ɡʁifʊm
-		-1.8484484573788516	-	-	ɡuvɛʁnaj		-	ɡʊbɛrnakʊlʊm	ɡuvɛʁnaj			ɡuvɛʁnulia
-		-1.9061525463976583	-	ɡovernatore	-		ɡuvernator	ɡʊbɛrnatorɛm	ɡovernatore	ɡuvernatore		ɡuvernator
-		-2.1094379124341005	-	ɡovernatritʃe	-		-	ɡʊbɛrnatrikɛm	ɡovernatritʃe			ɡovernatritʃe
ɡula	ɡœlə	-2.9688758248682006	-	ɡola	ɡœl	ɡulə	ɡuɾə	ɡʊlam	ɡula	ɡola	ɡœla	ɡula
-		-1.2094379124341001	-	ɡonna	-		-	ɡʊnnam	ɡonna			ɡʊmnna
ɡoɾðo	ɡoɾəoʊ	-3.805825628086539	ɡoɾədʊ	-	ɡuʁ	ɡoɾədʊ	-	ɡʊrdʊm	ɡoɾðoʊ	ɡoʁðoʊ	ɡoɾðdʊ	ɡoɾəʊm
ɡustaθjon	ɡustasjɔnne	-3.565171628082499	ɡuʃtɐsɐ̃ʊ̃	ɡustatsione	ɡystasjɔ̃	ɡustasjinne	-	ɡʊstatɪonɛm	ɡustasjɔone	ɡustasjione	ɡustasjoone	ɡustasjɔna
ɡusto	ɡuʃtʊ	-3.1545383056801852	ɡoʃtʊ	-	ɡu	ɡosto	ɡust	ɡʊstʊm	ɡusto	ɡustʊ	ɡuʃto	ɡusta
-		-1.2094379124341001	-	ɡɔtto	-		-	ɡʊttʊm	ɡɔtto			ɡɔptʊm
ʝeso	ʒissso	-3.1065578973199814	-	dʒɛsso	ʒips	ʒʒɛsso	-	ɡypsʊm	ʒipsso	ʒiɛsso	ʒʒpsso	ʒipsʊm
xiɾaɾ	ʒiɾeare	-3.8108131695975773	ʒiɾaɹ	dʒirare	ʒiʁe	ʒiɾeɾre	-	ɡyrarɛ	ʒiɾaɾre	ʒiɾaɹre	ʒiɾaare	ʒiɾaɾa
aβil		-2.4165506388285105	abil	abile	abil		abil	habɪlɛm	abile	aβile		abil
aβiliðad	abiliðade	-3.3154891778409965	ɐbilidadɨ	abilita	abilite	abilitatɨ	abilitate	habɪlɪtatɛm	abilitade	abilitate	abilitadɨ	abilctita
-		-1.2282515005814982	-	-	abilite		-	habɪlɪtarɛ	abilite			abipta
aβitaθjon	abitasjɔnne	-3.423575706912094	ɐbitɐsɐ̃ʊ̃	abitatsione	abitasjɔ̃	abitasjinne	-	habɪtatɪonɛm	abitasjɔone	abitasjione	abitasjoone	abitasjiʊmna
aβitaɾ	abiteɾe	-2.6899848118001795	ɐbitaɹ	abitare	abite	abitere	-	habɪtarɛ	abitaɾe	abitaɹe	abitare	abitaa
aβitwal	abityale	-2.953523485973857	ɐbituɑl	abituale	abityɛl	abitwale	-	habɪtʊalɛm	abituale	abituɛle	abituɑle	abitual
-		-1.433490561104079	-	-	abityd		-	habɪtudɪnɛm	abityd			abptyd
aβito	aβitʊ	-2.5737533668352155	abitʊ	abito	abi		-	habɪtʊm	abito	abitʊ	aβito	abitʊm
-		-1.6594379124341003	-	-	-		jed	haɪdʊm	jed			jed
-		-1.606893248584813	-	ematite	-		-	haɪmatiten	ematite			ematita
eɾeɾ		-2.0425823589626386	-	-	-		-	haɪrerɛ	eɾeɾ			eɾeɾ
eɾexe	eɾɛtiko	-4.457678044959131	eɾɛʒɨ	erɛtiko	eʁetik	eɾɛteko	-	haɪrɛtɪkʊm	eɾetiko	eɾeteko	eɾetɨko	eɾetikɨo
esitaɾ	eziteɾe	-2.8769302777786447	ezitaɹ	ezitare	ezite	ezitere	-	haɪsɪtarɛ	ezitaɾe	ezitaɹe	ezitare	ezitaa
alito		-1.6057250150625197	-	alito	-		-	halɪtʊm	alito			altʊm
-	allktʃe	-3.2526988051897883	ɑluks	allutʃe	-	aluutʃe	-	hallʊm	allksʃe	allutʃe	allusʃe	allutʃa
aɾiolo	aɾiʊlʊ	-2.1092248650587995	ɐɾiʊlʊ	-	-	ɐɾiolo	-	harɪɔlʊm	aɾiolo	aɾiolʊ	aɾiʊlo	aɾiʊlʊm
-		-1.9925823589626384	-	-	aʁp		-	harpen	aʁp			aʁp
aɾuspiθe	aruspiθee	-1.9539135654870157	-	aruspitʃe	-	aruspitee	-	harʊspɪkɛm	aruspitʃe	aruspiθʃe	aɾuspitʃe	aɾuspitʃa
asta	aʃta	-1.8025850929940455	aʃtɐ	asta	-		-	hastam	asta	aʃtɐ	astɐ	asta
aʊɾiɾ		-2.3027397580243294	aʊɾiɹ	-	-		-	haʊrirɛ	aʊɾiɾ	aʊɾiɹ		ʊɾiɹ
ebðomaðaɾjo	ebdomadaeio	-2.821532005103117	-	ebdomadario	ɛbdomadje	ebdomadaɾio	-	hɛbdɔmadarɪʊm	ebdomadarjo	ebdomadario	ebdomadaejo	abdomadarjʊm
-		-1.4094379124341003	-	ɛdima	-		-	hɛbdɔmadɛm	ɛdima			ɛdima
-	ɛbanʊ	-2.5676308434431157	ɛbɐnʊ	ɛbano	ebɛn	ɛbɐno	-	hɛbɛnʊm	ɛbano	ɛbɛno	ɛbɛnʊ	abanʊm
-		-1.6401655050428117	-	ɛbete	ebete		-	hɛbɛtɛm	ebete	ɛbete		abeta
-		-1.1594379124341003	-	-	ebete		-	hɛbɛtarɛ	ebete			abata
eβɾeo	ebreʊ	-2.680738918013594	ɨbɹeʊ	ebrɛo	-	ebɾeʊ	-	hɛbraɪʊm	ebreo	ebɾeo	ebɹeo	abreʊm
-		-1.2594379124341004	-	altsaia	-		-	hɛlkɪʊm	altsaia			altsaia
-		-1.5147984280919267	-	ɛlio	-		-	helɪʊm	ɛlio			ɛloio
miɣɾaɲa	miɡkenniɐ	-4.644943707522451	emikɹɐniɐ	emikrania	miɡʁɛn	miɡkɛnniɐ	miɡrenə	hemɪkranɪam	miɡkrnnia	miɡkennia	miɡkɛnnia	miɡkania
epatiko		-1.5282515005814985	-	-	-		-	hepatɪkʊm	epatiko			eptikʊm
eɾβaθeo	erbateeo	-4.535551399118939	eɾəbasiʊ	erbatʃeo	ɛʁbase	erbateee	erbatʃee	hɛrbakɛʊm	erbatʃeo	erbatʃee	erbatʃeʊ	erbateʊm
eɾβaɾjo	eɾbbaɾoʊ	-5.809786723132783	eɾəbaɾjʊ	erbario	ɛʁbje	eɾbbaioʊ	jerbar	hɛrbarɪʊm	eɾbaaroʊ	eɾbbaroʊ	eɾbbajoʊ	eɾbaarʊm
eɾβoso	eɾbbozʊ	-6.15105406581911	eɾəbozʊ	erbozo	ɛʁbø	eɾbbooʊ	jerbos	hɛrbosʊm	eɾbbosʊ	eɾboooʊ	eɾboosʊ	eɾbosʊ
eɾeðad	eɾedatate	-3.7078723256008876	eɾədadɨ	eredita	eʁedite	eɾeditete	eɾeditate	heredɪtatɛm	eɾeditate	eɾedidate	eɾeditɨte	eɾediata
eɾeðaɾ	eɾedata	-2.200523727006044	-	-	-	eɾeðita	eɾedita	heredɪtarɛ	eɾedaɾa	eɾedita	eɾediɾa	eɾedaɾa
ʝeɾmo	ɛrɾmo	-3.0403577859469673	eɾəmʊ	ɛremo	-	ɛeemo	-	hɛremʊm	ɛremo	ɛeɾmo	ɛrəmo	ɛeɾmʊm
-	eaede	-4.139212644119276	-	erɛde	waʁ	eɾɛde	eɾede	heredɛm	eaʁde	eɾede	eɾʁde	eɾʁde
eɾoe	eɾɔe	-4.9405846667451545	ɨɾɔɪ	erɔe	eʁo	eɾɔɪ	-	heroɛm	eɾoe	eʁoe	eɾoɪ	eɾɔa
esteɾno	esteɾəoʊ	-2.120368128650429	eʃtɛɾənʊ	-	-	estɛɾnoʊ	-	hɛstɛrnʊm	esteɾənʊ	esteɾnoʊ	esteɾnnʊ	estɛɾnʊm
iβeɾnal	ivɛɾnnlle	-4.2089028780919024	ibɨɾənɑl	invernale	ivɛʁnal	ivvɾnnlle	-	hibɛrnalɛm	iveɾnalle	ivɛɾnalle	ivvɾnalle	ivɛɾnall
jemal	iemale	-3.4102839286169173	iɨmɑl	jemale	jemal	jɨmɑle	-	hɪɛmalɛm	jemale	jemɑle	jɨmale	jɨmal
xeɾaɾka	jeʁaakka	-3.148154502054948	-	dʒerarka	jeʁaʁk	jeʁaakaa	-	hɪɛrarkʰam	jeʁaʁkka	jeʁaʁkaa	jeʁaɾkka	lieʁaɾka
-	jʁozolomiiɛɐnʊ	-3.201046452292545	iɨɾuzulimitɐ̃nʊ	-	jʁozolomitɛ̃	jʁozolommtɛɐnʊ	-	hɪɛrɔsɔlymitanʊm	jʁozolomitɛɐnʊ	jʁozolomittɐnʊ	jʁozolomiitɐnʊ	jʁaʊzolomctɛɐna
-		-2.2710037446190086	-	ilare	ilaʁ		-	hɪlarɛm	ilare	ilaʁe		ilaʁa
iljo		-2.938104166201447	ilʊ	ilo	il		-	hilʊm	ilʊo	iljo	iloo	ilʊm
-		-1.7094379124341004	-	-	ɛniʁ		-	hɪnnirɛ	ɛniʁ			ɛniʁ
-	iʁssino	-3.3656192915232843	iɾəsinʊ	irtʃino	iʁsɛ̃	iʁsʃino	-	hɪrkinʊm	iʁsɛino	iʁsɛinʊ	iʁsʃinʊ	iʁsinʊm
iɾsuto	iʁsuto	-2.433696813957432	-	irsuto	iʁsyt	irsyto	-	hɪrsutʊm	iʁsyto	irsuto	iɾsuto	iʁsutʊm
-	iʁɔdɾiɲɐ	-3.2115953943477913	ɐ̃ŋduɾiɲɐ	-	iʁɔ̃dɛl	iʁɔuɛlɲɐ	-	hɪrʊndɪnɛm	iʁɔdɛlɲɐ	iʁɔdɛiɲɐ	iʁɔdɾlɲɐ	iʁɔdɛiɲɐ
ispaniko	ispɐniko	-2.7871168353558433	iʃpɐ̃nikʊ	ispaniko	ispanik	isppniko	hispanik	hɪspanɪkʊm	ispaniko	ispanikʊ	ispanikk	ispanika
ispano		-1.2594379124341004	-	-	-		-	hɪspanʊm	ispano			ispanʊm
istɾion	istrione	-3.421531786389185	iʃtɹiɐ̃ʊ̃	istrione	istʁiɔ̃	istʁioʊe	-	hɪstrɪonɛm	istʁione	istɾione	istɹione	istɹiɨna
-	odjɛrəoʊ	-2.357945608651872	udiɛɾənʊ	odjɛrno	-	odjɛɾnoʊ	-	hɔdɪɛrnʊm	odjɛrənʊ	odjɛrnoʊ	odjɛrnnʊ	odjɛrəna
omiθiða	omiθida	-2.2889527371649203	-	-	omisid		-	hɔmɪkidam	omisida	omiθiða	omisiða	ʊmmisida
-		-2.0594379124341002	-	omitʃidjale	-		-	hɔmɪkidalɛm	omitʃidjale			omitʃidjale
omiθiðjo	omitʃðdio	-2.3256776400741215	-	omitʃidio	-	omitʃijoo	-	hɔmɪkidɪʊm	omitʃidio	omitʃidoo	omitʃijio	omitʃidiʊm
-	ɔnɛste	-1.7249039157565929	-	onesta	ɔnɛtte	ɔnette	-	hɔnɛstatɛm	ɔnɛtte	ɔnɛsta	ɔnɛtta	ɔnɛsta
onoɾ	onoʁee	-5.892814690312372	unoɹ	onore	ɔnœʁ	onoaee	onɔaɾe	hɔnorɛm	onoʁɾe	onorɾe	onoaɾe	ʊmnoʁɾa
onoɾaβle	onoɾabile	-2.7385618265625715	unuɾavɛl	onorabile	-	onoɾablle	-	hɔnorabɪlɛm	onoɾabɛle	onoɾaβile	onoɾaβlle	ʊmnaʊɾabɛla
-	onoʁaʁio	-2.5295292327793337	-	onorario	onoʁɛʁ	onoʁario	-	hɔnorarɪʊm	onoʁɛʁio	onoʁɛrio	onorɛʁio	ʊmnoʁɛʁiʊm
-		-2.0094379124341004	-	onorifitʃɛntsa	-		-	hɔnorɪfɪkɛntɪam	onorifitʃɛntsa			onorifitʃɛntsa
-		-2.0292313734713057	-	onorifiko	onoʁifik		-	hɔnorɪfɪkʊm	onorifiko	onoʁifiko		ʊmnoʁifika
oɾðjo	oɾzjo	-6.0899259064064815	-	ɔɾdzo	ɔʁʒ	oɾʒjo	orz	hɔrdɛʊm	oɾʒzo	oɾdzo	oɾzzo	ʊɾʒzʊm
oɾiθonte	oɾizontnte	-4.632619082159843	uɾizoŋtɨ	oridzzonte	oʁizɔ̃	oɾizoztete	oɾizont	hɔrɪzzɔnta	oɾizontɨte	oɾizontete	oɾizoztnte	oɾizontea
orɛndo	orrɛddo	-2.6670580231586705	uʁeɪŋdʊ	orrɛndo	-	orrɛddʊ	-	hɔrrɛndʊm	orrɛndo	orrɛndʊ	orrɛŋdo	aʊrrɛndʊm
oreɾ	oɾɨɾ	-2.913410716760036	-	-	-	ureɾ	uɾɨ	hɔrrerɛ	uɾɨɾ	uɾeɾ	urɨɾ	urɨɾ
oreo	oriʊ	-2.424168717121508	oʁiʊ	-	-	oʁeo	-	hɔrrɛʊm	oreo	oreʊ	orio	ʊreʊm
oriðo	ɔrdɔʁɾe	-6.330107656058104	ɔʁidʊ	ɔrrido	ɔʁdyʁ	ɔrdɔaɾe	urdɔaɾe	hɔrrɪdʊm	ɔrdɔʁoe	ɔrdɔaoe	ɔrdɔdɾe	ɔrdɔʁeʊm
-	oɾifiiko	-2.827949237897607	-	orrifiko	oʁifik	oʁifiiko	oɾifik	hɔrrɪfɪkʊm	oɾifikko	oʁifikko	orifikko	oɾifikʊm
-		-2.2810994092152796	-	orripilatsione	-		-	hɔrrɪpɪlatɪonɛm	orripilatsione			orripilatsiʊmna
-		-2.197119984885881	uɾətɨlɐ̃ʊ̃	-	-		-	hɔrtʊlanʊm	uɾətɨlɐʊ			uɾətɨlɐʊ
weɾto	ɔrɾtʊ	-3.1242363405260267	oɾətʊ	ɔrto	-	ɔrttʊ	-	hɔrtʊm	ɔrəto	ɔrɾto	ɔrtto	ɔɾtʊm
wesped	ɔtspete	-5.049106920580039	ɔʃpɨdɨ	-	ot	ɔaspeɨe	ɔaspete	hɔspɪtɛm	ɔtspede	ɔaspede	ɔaspete	ɔtspɨda
ospital	ospidale	-2.7299841020866897	uʃpitɑl	ospedale	-	ospetale	ospital	hɔspɪtalɛ	ospitale	ospitɑle	oʃpitale	ospitala
ospeðaðoɾ		-1.5984484573788516	-	-	-		-	hɔspɪtatorɛm	ospeðaðoɾ			ʊmspeðaðʊm
ospiθjo	ospitjow	-3.941360753148759	uʃpisjʊ	ospitsio	ɔspis	ospitjiw	ospitʃiw	hɔspɪtɪʊm	ospisjio	ospisjiw	ospitjio	ospisjʊm
-	ospɨtare	-2.563494175317019	uʃpɨdaɹ	ospitare	-	ospitare	ospəta	hɔspɪtarɛ	ospətaɹe	ospətare	ospitaɹe	ospɨtae
ospeðaɾ	ospedaɾ	-2.526088501337119	uʃpɨdaɹ	-	-	ospɨðaɾ	-	hɔspɪtari	ospeðaɾ	ospedaɹ	ospeðaɹ	ʊmspɨdaɾ
ostja	ɔstiɐe	-3.320523443154446	ɔʃtjɐ	ɔstia	ɔsti	ɔstjje	hostje	hɔstɪam	ɔstjae	ɔstije	ɔstiae	ɔstja
ostil	oʃtile	-2.8215466853648516	uʃtil	ostile	ɔstil	ɔʃtile	ostil	hɔstilɛm	ostile	ɔstile	ustile	ustil
umeðo	umedʊ	-3.2973798918402366	ũmidʊ	umido	ymid	umiðo	umed	humɪdʊm	umido	umidʊ	umedo	umid
umiʎaθjon	umiʎiatoione	-3.1735427759029813	umiʎɐsɐ̃ʊ̃	umiliatsione	-	umiʎiatonone	-	hʊmɪlɪatɪonɛm	umiʎiatsione	umiʎiatsnone	umiʎiatʊione	umiʎiatsiʊmna
umiʎaɾ	umiljere	-2.663410716760036	-	umiliare	ymilje	umiliere	-	hʊmɪlɪarɛ	umiljare	umiljɾre	umiliare	umilaa
umus	umys	-2.2449569856415015	-	-	ymys		-	hʊmʊm	ymys	umus	ymus	ymis
iβɾiðo	ibɾido	-2.8486731175506814	ibɹidʊ	ibrido	ibʁid	ibɹido	-	hybrɪdam	ibrido	ibʁido	ibʁidʊ	ibridʊm
-		-1.9873994539038122	-	-	idʁaʁʒiʁ		-	hydrarɡyrʊm	idʁaʁʒiʁ			idʁaʁʒiʁ
imno		-1.8934070875143008	-	inno	imn		-	hymnʊm	imno	inno		imnʊm
-		-1.2594379124341004	-	ipɛtro	-		-	hypaɪtʰrʊm	ipɛtro			ipɛtrʊm
ipnotiko	ipnotikʊ	-2.2261866191395145	ipnɔtikʊ	ipnɔtiko	ipnotik		-	hypnotɪkʊm	ipnotiko	ipnɔtiko	ipnɔtikʊ	ipnɔtika
