ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT	parsimony_proto1	parsimony_proto2	parsimony_proto3	parsimony_proto4	parsimony_proto5
-	-	lamento	lamɛnto	lɐmeɪŋtʊ	lamɛntʊm	lamentoʊ	lamenttʊ	lamenŋoʊ	lameɪtoʊ	lamɛntoʊ
-	lɑ̃p	lampada	lampaɾa	-	lampadɛm	lampada	lampaɾa	lappada	lappaɾa	lɑmpada
-	-	lantʃare	lanθeaɾ	lɐ̃ŋsiaɹ	laŋkɛarɛ	lantʃare	lantʃaɾe	lantʃaɹe	lanteare	lanteaɾe
-	-	-	lanθwela	-	laŋkɛɔlam	lanθwela				
-	lɑ̃sje	-	lanθeɾo	lɐ̃ŋseɪɾʊ	laŋkɪarɪʊm	lɑsjeɾoʊ	lɑsjeɾɾʊ	lɑsjeɪoʊ	lɑsjeɪɾʊ	lɑsθeɾoʊ
lindik	-	-	-	-	landikam	lindik				
lɨntʃed	lɑ̃ɡid	laŋɡwido	laŋɡiðo	lɐ̃ŋɡwidʊ	laŋɡwɪdʊm	laŋɡwido	laŋɡwidʊ	laŋɡwedo	laŋɡwedʊ	laŋɡwðdo
liŋɡɔaɾe	lɑ̃ɡœʁ	laŋɡwore	laŋɡwoɾ	lɐ̃ŋɡoɹ	laŋɡworɛm	laŋɡwoɾe	laŋɡwore	laŋɡwaɾe	laŋɡwɹɾe	laŋɡɔoɾe
lɨnos	lɛnø	lanozo	lanoso	lɐnozʊ	lanosʊm	lanoso	lanozo	lanosʊ	lanozʊ	lɨnoso
lanternə	-	-	linteɾna	-	lantɛrnam	lanternə	lanterna	lanteɾnə	lanteɾna	linternə
-	lapidɛʁ	-	-	-	lapɪdarɪʊm	lapidɛʁ				
-	lapidasjɔ̃	lapidatsione	-	-	lapɪdatɪonɛm	lapidasjɔone	lapidasjione	lapidassɔone	lapidassione	lapidatjɔone
lepəda	lapide	lapidare	lapiðaɾ	-	lapɪdarɛ	lapidare	lapidaɾe	lapidere	lapideɾe	lapiðare
-	-	lapillo	-	-	lapɪllʊm	lapillo				
lespede	-	lapide	-	-	lapɪdɛm	lespede	lespeee	lespdde	lespdee	lesiede
-	laʁ	-	laɾðo	-	lardʊm	laʁðo	laɾðo			
-	-	-	-	lɐɾəʒisɐ̃ʊ̃	larɡitɪonɛm	lɐɾəʒisɐʊ				
larɡ	-	larɡo	-	-	larɡʊm	larɡo				
-	-	larva	laɾβa	-	larwam	larva	larβa	laɾva	laɾβa	
-	-	lazaɲɲa	-	-	lasanʊm	lazaɲɲa				
-	lasityd	-	-	-	lassɪtudɪnɛm	lasityd				
-	-	latʃʃaia	laθaɾ	lɐsaɹ	lassarɛ	lataʃaia	lataɾaia	lataɹaia	laθaʃaia	laθaɾaia
-	la-	lasso	lasso	-	lassʊm	lasso				
-	-	-	laðɾiʎo	lɐdɹiʎʊ	latɛrkʊlʊm	laðɾiʎo	laðɾiʎʊ	laðɹiʎo	laðɹiʎʊ	ladɾiʎo
-	-	lateritsio	-	-	latɛrikɪʊm	lateritsio				
latifundiw	-	latifondo	latifundjo	lɐtifũŋdjʊ	latɪfʊndɪʊm	latifundjw	latifundjo	latifundjʊ	latifundiw	latifundio
-	-	latitare	-	-	latɪtarɛ	latitare				
-	latityd	latitudine	latitud	lɐtitudɨ	latɪtudɪnɛm	latitudine	latitudɨne	latitydine	latitydɨne	lɐtitudine
lətra	ladʁ	latrare	laðɾaɾ	lɐdɹaɹ	latronɛm	latrare	latraɾe	latraɹe	ladrare	ladraɾe
lat	le	lato	laðo	ladʊ	latʊm	lato	latʊ	laðo	lado	laðʊ
-	-	-	-	laʊdɐsɐ̃ʊ̃	laʊdatɪonɛm	laʊdɐsɐʊ				
ləudətor	-	lodatore	-	-	laʊdatorɛm	ləudətor	ləudətoe	ləudətrr	ləudətre	ləudəoor
-	loʁea	laureato	-	-	laʊrɛatʊm	loʁeaato	loʁeeato	loʁraato	loʁreato	loueaato
-	-	laurotʃerazo	laʊɾoθeɾaso	-	laʊrɔkɛrasʊm	laurotʃerazo	laurotʃeraoo	laurotʃerszo	laurotʃersoo	laurotʃeaazo
laur	-	lauro	laʊɾel	luwɾeɪɾʊ	laʊrʊm	laurelɾʊ	laureɪɾʊ	lauɾelɾʊ	lauɾeɪɾʊ	laurolɾʊ
laudə	los	lɔde	laʊðe	laʊdɐ	laʊdɛm	laʊdə	laʊde	laʊdɐ	laʊeə	laʊee
-	-	latomia	-	-	laʊtʊmɪam	latomia				
-	-	lavatsione	laβaθjon	lɐvɐsɐ̃ʊ̃	lawatɪonɛm	lavatsione	lavatsinne	lavatsoone	lavatsonne	lavatsʊone
-	lavwaʁ	lavatojo	laβatoɾjo	lɐvɐtɔɾjʊ	lawatorɪʊm	lavatoɾjo	lavatoɾjʊ	lavatoɾoo	lavatoɾoʊ	lavatojjo
-	lave	-	-	-	lawɛrɛm	lave				
laks	laʃ	lasso	laxa	-	laksʊm	lakso	laʃso	lasso	laxso	lakao
lektikə	-	lettiɡa	letʃiɣa	-	lɛktikam	lettika	lettiɡa	lettiɣa	lettikə	lettiɡə
lektor	lɛktœʁ	lettore	lektoɾ	leɪtoɹ	lektorɛm	lektore	lektoʁe	lektoɾe	lektoɹe	lettore
-	litjɛʁ	-	-	liteɪɾɐ	lɛktʊarɪʊm	litjɛʁɐ	litjɛɾɐ	litjɪʁɐ	litjɪɾɐ	liteɛʁɐ
-	li	lɛtto	letʃo	leɪtʊ	lektʊm	letto	lettʊ	letʃo	leɪto	litto
-	-	-	-	ledʊ	lɛdonɛm	ledʊ				
leal	leɡal	leale	leal	liɑl	leɡalɛm	leall	leale	leɡll	leɡle	leɑll
-	leɡa	leɡato	-	leɡadʊ	leɡatʊm	leɡato	leɡatʊ	leɡado	leɡadʊ	
-	liʁ	lɛdʒʒere	leeɾ	leɹ	lɛɡɛrɛ	leʁʒʒere	leʁɾʒere	ledʒʒere	ledɾʒere	leeʒʒere
-	-	leɡulɛio	-	leɡuleʒʊ	leɡʊlejʊm	leɡulɛio	leɡulɛiʊ	leɡulɛʒo	leɡulɛʒʊ	leɡuleio
-	lɛm	lɛmma	lema	-	lɛmma	lɛmma	lɛmaa	lemma	lemaa	
lin	-	lɛne	lene	-	lenɛm	line	lɛne	lene		
-	-	-	leniðad	-	lenɪtatɛm	leniðad				
lent	lɑ̃	lɛnto	lɛnto	leɪŋtʊ	lɛntʊm	lentoʊ	lɛntoʊ	lenttʊ	lɛnttʊ	lɑntoʊ
-	-	leonato	-	-	lɛonatʊm	leonato				
leopard	leopaʁ	leopardo	leopaɾðo	-	lɛɔpardʊm	leopardo	leoparðo	leopaʁdo	leopaɾdo	leopaʁðo
-	-	lebbra	lepɾa	lɛpɹɐ	lɛpram	lepbra	lepbaa	lepbɐa	lepɾra	lepɾaa
-	-	leprozo	lepɾoso	-	lɛprosʊm	leprozo	leproso	lepɾozo	lepɾoso	
-	leviʒe	leviɡare	leβiɣaɾ	-	lɛwɪɡarɛ	leviʒare	leviʒaɾe	leviɡare	leviɡaɾe	leviɣare
ledʒe	lwa	ledʒʒe	leɪ	leɪ	leɡɛm	ledʒee	ledʒʒe	leɪʒee	leɪʒʒe	leaʒee
nivel	nivo	livɛllo	niβel	nivɛl	libɛllam	nivello	nivɛllo	nivollo	niβello	niβɛllo
libelulə	libɛlyl	libɛllula	liβelula	libɛlulɐ	libɛllʊlam	libɛluləa	libɛlulla	libɛlulaa	libɛlulɐa	libeluləa
-	libɛl	-	liβelo	libɛlʊ	lɪbɛllʊm	libɛlo	libɛlʊ	libelo	libelʊ	liβɛlo
liber	livʁ	libro	liβɾo	livɹʊ	libɛrʊm	libeo	libʁo	libro	libɾo	libɹo
-	libeʁalite	liberalita	liβeɾaliðad	libɨɾɐlidadɨ	libɛralɪtatɛm	libeɾalitadɨ	libeɾaliðadɨ	libeɾalidadɨ	libeʁalitadɨ	liberalitadɨ
libeɾatsje	libeʁasjɔ̃	liberatsione	liβeɾaθjon	livɹɐsɐ̃ʊ̃	libɛratɪonɛm	libeɾatsjene	libeɾatsjone	libeɾatsjnne	libeɾatsɔene	libeɾatsɔone
-	libeʁatœʁ	liberatore	liβɾaðoɾ	livɹɐdoɹ	libɛratorɛm	libeʁatœʁe	libeʁatœre	libeʁatoʁe	libeʁatore	libeʁatɾʁe
-	libido	libido	liβiðo	-	lɪbidɪnɛm	libido	libiðo	liβido	liβiðo	
-	-	libare	liβaɾ	-	libarɛ	libare	libaɾe	liβare	liβaɾe	
librar	libʁɛʁ	libraio	liβɾeɾo	livɹeɪɾʊ	lɪbrarɪʊm	libraroʊ	libraʁoʊ	libraioʊ	libraɾoʊ	libraɪoʊ
-	libʁasjɔ̃	-	liβɾaθjon	-	libratɪonɛm	libʁasjɔn	libʁasjon	libʁaθjɔn	libʁaθjon	libɾasjɔn
-	lwaziʁ	-	-	lɐzeɹ	lɪkerɛ	lwaziʁ	lwazɹʁ	lwaeiʁ	lwaeɹʁ	lwzziʁ
-	liʃɛn	-	liken	likeɪŋ	likʰena	likenŋ	likeɪŋ	likɛnŋ	liʃenŋ	likɛɪŋ
-	liktœʁ	littore	liktoɾ	-	liktorɛm	liktoʁe	liktore	liktoɾe	liktœʁe	liktœre
-	ljɛ̃	-	-	-	lɪenɛm	ljɛ				
-	ljɛ̃	leɡame	-	-	lɪɡamɛn	ljɛame	ljɡame	leɛame	leɡame	
leɡəmɨnt	liɡamɑ̃	leɡamento	liɣamɛnto	liɡɐmeɪŋtʊ	lɪɡamɛntʊm	liɡamentoʊ	liɡamenttʊ	liɡamɨntoʊ	liɡamɑntoʊ	liɡamɛntoʊ
-	ljɛzɔ̃	liɡatsione	liɣaθjon	liɡɐsɐ̃ʊ̃	lɪɡatɪonɛm	liɡaɔsione	liɡaɔsinne	liɡaɔsoone	liɡaɔsonne	liɡaɔsʊone
lemnar	lɛnje	-	leɲeɾo	leɲeɪɾʊ	lɪŋnarɪʊm	leɲearʊ	leɲeaoʊ	leɲeaɾʊ	leɲeerʊ	leɲeeoʊ
-	-	-	leɲaðoɾ	leɲɐdoɹ	lɪŋnatorɛm	leɲaðoɾ	leɲaðoɹ	leɲadoɾ	leɲadoɹ	leɲɐðoɾ
-	-	liɲeo	-	-	lɪŋnɛʊm	liɲeo				
-	-	-	leɲaɾ	lɨɲaɹ	lɪŋnari	leɲaɾ	leɲaɹ	lɨɲaɾ	lɨɲaɹ	
-	-	liɡustro	-	-	lɪɡʊstrʊm	liɡustro				
-	lim	lima	lima	limɐ	limam	lima	limɐ			
-	limas	limatʃʃa	limaθa	leʒmɐ	limakɛm	limasʃʃa	limasaʃa	limatʃʃa	limataʃa	limaθʃʃa
-	-	limine	limen	-	limɛn	limine	limene			
-	-	limitare	lindaɾ	liŋdaɹ	limɪtarɛ	limdaare	limdaɾre	limdaɹre	lindaare	lindaɾre
-	-	limitrofo	limitɾofe	limitɹufɨ	limɪtrɔpʰʊm	limitrofo	limitrofe	limitrofɨ	limitɾofo	limitɾofe
ima	lime	limare	limaɾ	limaɹ	limarɛ	limare	limaɾe	limaɹe	limere	limeɾe
imos	-	limozo	limoso	limozʊ	limosʊm	limozo	limozʊ	limoso	limosʊ	limszo
limpede	lɛ̃pid	limpido	limpjo	limpʊ	lɪmpɪdʊm	limpede	limpedo	limpdde	limpddo	limpide
im	-	limo	limo	limʊ	limʊm	limo	limʊ	lmmo	iimo	lmmʊ
inar	-	-	lineɾo	liɲeɪɾʊ	linarɪʊm	liaeɾoʊ	liaeɾɾʊ	liaeɪoʊ	liaeɪɾʊ	lineɾoʊ
linje	liɲ	linea	linea	liɲɐ	linɛam	linea	linee	linja	linɐa	liɲea
-	lineam	-	lineamɛnto	-	linɛamɛntʊm	lineamɛnto				
-	-	lineare	lineaɾ	-	linɛarɛ	lineare	lineaɾe			
-	lɛ̃ʒ	lino	lineo	liniʊ	linɛʊm	linoo	linoʊ	lineo	lineʊ	linio
liŋdʒe	-	-	-	-	lɪŋɡɛrɛ	liŋdʒe				
liŋɡuɾə	-	liŋɡula	-	-	lɪŋɡʊlam	liŋɡuɾə	liŋɡuɾa	liŋɡulə	liŋɡula	
luntre	-	-	-	-	lɪntrɛm	luntre				
-	-	-	liɛnθo	-	lɪntɛʊm	liɛnθo				
-	-	likwame	-	-	lɪkwamɛn	likwame				
-	-	lite	lid	lidɨ	litɛm	lide	lidɨ	lite	litɨ	
-	-	litiɡare	litiɣaɾ	litiɡaɹ	litɪɡarɛ	litiɡare	litiɡaɾe	litiɡaɹe	litiɣare	litiɣaɾe
-	-	-	litaɾ	litaɹ	lɪtarɛ	litaɾ	litaɹ			
liteɾə	lɛtʁ	lɛttera	letɾa	letɹɐ	lɪttɛram	lɛteɾəa	lɛteɾra	lɛteeəa	lɛteera	lɛteaəa
-	lityʁʒi	liturdʒia	lituɾxja	lituɾəʒiɐ	liturɡɪam	lituɾʒʒia	lituɾʒʒiɐ	lituɾdʒia	lituɾdʒiɐ	lituɾxʒia
-	-	-	liβoɾ	-	liworɛm	liβoɾ				
lokal	lokal	lokale	luɣaɾ	luɡaɹ	lɔkalɛm	lokale	lukale	lokaɾe	lokaɹe	loɣale
-	lwaje	-	-	-	lɔkarɪʊm	lwaje				
lokatsje	lokasjɔ̃	lokatsione	lokaθjon	lukɐsɐ̃ʊ̃	lɔkatɪonɛm	lokatsjene	lokatsjone	lokatsjnne	lokatsɔene	lokatsɔone
-	-	lotʃɛllo	luθiʎo	-	lɔkɛllʊm	lotʃɛllo	lotʃɛolo	lotʃʎllo	lotʃʎolo	lotiɛllo
-	lwe	lokare	loɣaɾ	-	lɔkarɛ	loeare	loeaɾe	lokare	lokaɾe	loɣare
-	-	-	-	lɔkulʊ	lɔkʊlʊm	lɔkulʊ				
-	lokysjɔ̃	lokutsione	-	-	lɔkutɪonɛm	lokysjɔone	lokysjione	lokyssɔone	lokyssione	lokytjɔone
-	lokytœʁ	-	lokutoɾ	lukutoɹ	lɔkutorɛm	lokutoʁ	lokutoɾ	lokutoɹ	lokutœʁ	lokutœɾ
-	-	ledʒʒio	-	-	lɔɡeʊm	ledʒʒio				
-	-	loɡomakia	-	-	lɔɡɔmakʰɪam	loɡomakia				
-	-	-	-	lulɐ	loliɡɪnɛm	lulɐ				
-	-	lɔʎo	xojo	ʒoɪʊ	lɔlɪʊm	loʎo	lojo	loɪo	xoʎo	xojo
-	-	londʒɛvo	loŋxeβo	luŋʒɛvʊ	lɔŋɡaɪwʊm	loŋdʒɛvo	loŋdʒɛoo	loŋdʒɛʊo	loŋdʒβvo	loŋdʒβoo
-	lɔ̃ɡanimite	loŋɡanimita	loŋɡanimiðad	luŋɡɐnimidadɨ	lɔŋɡanɪmɪtatɛm	loŋɡanimieadɨ	loŋɡanimitadɨ	loŋɡanimiðadɨ	loŋɡanimidadɨ	loŋɡnnimieadɨ
-	-	londʒinkwita	loŋxinkiðad	luŋʒiŋkidadɨ	lɔŋɡɪŋkwɪtatɛm	loŋdiikiwada	loŋdiikiwadɨ	loŋdiikiðada	loŋdiikiðadɨ	loŋdiikidada
-	lɔ̃ʒityd	londʒitudine	-	luŋʒitudɨ	lɔŋɡɪtudɪnɛm	lɔʒitydudine	lɔʒityduɨine	lɔʒitydddine	lɔʒityddɨine	lɔʒitytudine
-	-	-	lokwaθiðad	-	lɔkwakɪtatɛm	lokwaθiðad				
lokvatʃe	lokas	lokwatʃe	lokwaθ	lukwaʃ	lɔkwakɛm	lokwatʃe	lokwaθʃe	lokwaʃʃe	lokvatʃe	lokaatʃe
loɾikə	-	lɔrika	loɾiɣa	luɾiɡɐ	lorikam	loɾika	loɾikə	loɾikɐ	loɾiɣa	loɾiɡa
-	-	-	-	lɔɾʊ	lorʊm	lɔɾʊ				
-	lybʁisite	lubritʃita	-	-	lubrɪkɪtatɛm	lybʁisitea	lybʁisitta	lybʁisiiea	lybʁisiita	lybʁisʃtea
luneka	-	lubrikare	luβɾikaɾ	lubɹikaɹ	lubrɪkarɛ	lubeikare	lubeikaɾe	lubeikaɹe	lubrikare	lubrikaɾe
-	lybʁik	lubriko	luβɾiko	lubɹikʊ	lubrɪkʊm	lubʁiko	lubriko	lubɾiko	lubɹiko	lubʁikʊ
lukanikə	-	luɡaniɡa	-	-	lukanɪkam	lukanikə	lukanika	lukaniɡə	lukaniɡa	luɡanikə
lutʃernə	lyzɛʁn	lutʃɛrna	luθeɾna	luzɛɾənɐ	lʊkɛrnam	lutʃɾrnə	lutʃɾrna	lutʃɾrnɐ	lutʃɾnnə	lutʃɾnna
lutʃed	lysid	lutʃido	luθjo	luzjʊ	lukɪdʊm	lutʃedo	lutʃddo	lutʃido	lutʃodo	lutʃʊdo
lutʃifer	lysife	lutʃifero	luθifeɾo	lusifɨɾʊ	lukɪfɛrʊm	lutiffero	lutiffɾro	lutifeero	lutifeɾro	lusiffero
-	-	lutʃʃo	luθjo	-	lukɪʊm	lutʃʃo	lutʃoo	lutjʃo	lutjoo	luθʃʃo
lukra	-	lukrare	lukɾaɾ	lukɹaɹ	lʊkrari	lukrare	lukraɾe	lukraɹe	lukɾare	lukɾaɾe
lukru	lykʁ	lukro	loɣɾo	lɔɡɹʊ	lʊkrʊm	lukro	lukru	lukrʊ	lukʁo	lukɾo
lupta	lyte	lottare	lutʃaɾ	lutaɹ	lʊktari	luttare	luttaɾe	luteare	luteaɾe	lutʃare
-	-	lutto	luto	lutʊ	luktʊm	lutto	lutoo	lutʊo		
-	-	-	lukuβɾaθjon	lukubɹɐsɐ̃ʊ̃	lukʊbratɪonɛm	lukuβɾaθjon	lukuβɾaθjʊn	lukuβɾaθɐon	lukuβɾaθɐʊn	lukuβɾasjon
lukra	-	-	lukuβɾaɾ	lubɹiɡaɹ	lukʊbrarɛ	lukraɾaɾ	lukraɾaɹ	lukraɡaɾ	lukraɡaɹ	lukrβɾaɾ
-	-	lukulɛnto	-	-	lukʊlɛntʊm	lukulɛnto				
-	-	lukumone	-	-	lʊkʊmonɛm	lukumone				
-	-	luɡano	-	-	lukʊm	luɡano				
-	-	ludibrio	luðiβɾio	-	ludibrɪʊm	ludibrio	ludibɾio	ludiβrio	ludiβɾio	luðibrio
-	-	-	luiɾ	-	ludɛrɛ	luiɾ				
-	lɔ̃b	lombo	lomo	lombʊ	lʊmbʊm	lombo	lombʊ	lomoo	lomoʊ	lobbo
lumɨnaɾe	lyminɛʁ	luminaria	luminaɾja	luminaɾjɐ	lumɪnarɛ	luminaɾja	luminaɾjɐ	luminaɾea	luminaɾia	luminaɾeɐ
lumina	lymine	luminare	luminaɾ	luminaɹ	lumɪnarɛ	luminare	luminaɾe	luminaɹe	luminere	lumineɾe
luminos	lyminø	luminozo	luminoso	luminozʊ	lumɪnosʊm	luminoso	luminozo	luminosʊ	luminozʊ	luminøso
-	lynɛʁ	lunare	lunaɾ	luaɹ	lunarɛm	lunaʁe	lunare	lunaɾe	lunɛʁe	lunɛre
-	lynɛzɔ̃	lunatsione	-	-	lunatɪonɛm	lynɛzɔione	lynɛzsione	lynɛtɔione	lynɛtsione	lynazɔione
-	lynyl	lunula	-	-	lunʊlam	lynyla	lynula	lunyla	lunula	
-	luv	lupa	loβa	lobɐ	lʊpam	luva	lupa	luβa	luba	lova
-	lypanaʁ	lupanare	lupanaɾ	lupɐnaɹ	lʊpanar	lupanaʁe	lupanare	lupanaɾe	lupanaɹe	lupɐnaʁe
lupin	lypɛ̃	-	lupino	lupinʊ	lʊpinʊm	lupino	lupinʊ	lupɛno	lupɛnʊ	lypino
-	luʁ	lordo	-	ludɹʊ	lurɪdʊm	luʁdo	luʁdʊ	luʁɹo	luʁɹʊ	lurdo
-	-	uziɲɔlo	ruiseɲoɾ	ʁuwʃinɔl	lʊskɪnɪam	uuiɲɔloɾ	uuiɲɔlol	uuiɲɔɲoɾ	uuiɲɔɲol	uuiɲɔnoɾ
-	luʃ	losko	lusko	luʃkʊ	lʊskʊm	luʃko	lusko	luʃkʊ	luskʊ	loʃko
-	lystʁe	lustrare	lustɾaɾ	-	lʊstrarɛ	lustʁare	lustʁaɾe	lustrare	lustraɾe	lustɾare
-	-	lustro	lustɾo	luʃtɹʊ	lʊstrʊm	lustro	lustɾo	lustɹo	lustrʊ	lustɾʊ
-	-	-	loθa	lowsɐ	lutɛʊm	loθaɐ	loθsɐ	lowaɐ	lowsɐ	
lutos	-	lotozo	loðoso	ludozʊ	lʊtosʊm	lutoso	lutozo	lotoso	lotozo	lutosʊ
lutrə	lutʁ	lontra	lutɾia	loŋtɹɐ	lʊtram	luttəa	luttra	luttia	luttɹa	luttəɐ
lut	ly	lɔto	loðo	lodʊ	lʊtʊm	loto	lotʊ	loðo	lodo	luto
luks	lyks	luks	luks	luks	lukɛm	luks	lyks			
-	-	-	luksaɾ	-	luksarɛ	luksaɾ				
-	lyksyʁ	lussuria	luxuɾja	luʃuɾjɐ	lʊksʊrɪam	luksɾjia	luksɾjaa	luksɾjɐa	lukuɾjia	lukuɾjaa
-	-	-	-	luʃuɾiozʊ	lʊksʊrɪosʊm	luʃuɾiozʊ				
links	ɔ̃s	lintʃe	linθe	liŋsɨ	lyŋkɛm	linkse	linkʃe	linkee	linkɨe	lintse
-	liʁik	liriko	liɾiko	liɾikʊ	lyrɪkʊm	liɾiko	liɾikʊ	liʁiko	liriko	liʁikʊ
-	-	lirista	-	-	lyrɪsten	lirista				
mətʃelar	-	matʃellaio	-	-	makɛllarɪʊm	mətʃelario	mətʃelaaio	mətʃellrio	mətʃellaio	matʃelario
mətʃel	-	matʃɛllo	maθelo	-	makɛllʊm	matʃello	matʃɛllo	matʃlllo	matʃeolo	matʃɛolo
-	mɛzjɛʁ	-	-	-	makɛrɪam	mɛzjɛʁ				
mətʃina	maʃine	-	makinaɾ	mɐkinaɹ	makʰɪnari	makinaa	makinaɾ	makinaɹ	makinna	makinnɾ
-	-	mattare	mataɾ	mɐtaɹ	maktarɛ	mataare	mataɾre	mataɹre	mattare	mattɾre
-	-	makkia	-	-	makʊlam	makkia				
makula	makyle	makkjare	mantʃaɾ	mɐ̃ŋʃaɹ	makʊlarɛ	makulare	makulaɾe	makylare	makylaɾe	makklare
-	makylø	makkiozo	mantʃoso	-	makʊlosʊm	makylozo	makyloso	makyiozo	makyioso	makyʃozo
-	-	madido	-	-	madɪdʊm	madido				
-	-	madore	-	-	madorɛm	madore				
-	-	miɲano	-	-	maɪnɪanʊm	miɲano				
-	-	mɛsto	mesto	mɛʃtʊ	maɪstʊm	mɛsto	mɛstʊ	mɛʃto	mesto	mɛʃtʊ
-	maʒik	madʒiko	maxiko	maʒikʊ	maɡɪkʊm	maʒikko	maʒikoo	maʒikʊo	madikko	madikoo
-	-	maɲate	-	mɐɡnatɨ	maŋnatɛm	maɲateɨ	maɲattɨ	maɲaaeɨ	maɲaatɨ	maɲnteɨ
-	-	maɲɛzio	maɡnesjo	mɐɡnɛzjʊ	maŋnesɪʊm	maɡnzijo	maɡnzijʊ	maɡnzsjo	maɡnzsjʊ	maɡnzzjo
-	-	maɲitudo	maɡnitud	-	maŋnɪtudɪnɛm	maɲitudo	maɲitudd	maɲituuo	maɲituud	maɲittdo
-	-	maɲɲo	maɲo	mɐ̃ɲʊ	maŋnʊm	maɲɲo	maɲoo	maɲʊo	mɐɲɲo	mɐɲoo
-	maʒ	maɡo	maɣo	maɡʊ	maɡʊm	maɡo	maɡʊ	maʒo	maɣo	maʒʊ
-	-	majaleliɡurian	-	-	majalɛm	majaleliɡurian				
-	maʒɛste	maesta	maxestad	mɐʒɨʃtadɨ	majɛstatɛm	maʒɛstadɨ	maʒsstadɨ	maʒestadɨ	maʒɨstadɨ	maʒɛstedɨ
-	modiʁ	maledire	malðeθiɾ	mɑldizeɹ	malɛdikɛrɛ	maliʁire	maliʁirɾ	maliʁirɹ	maliʁiie	maliʁiiɾ
-	malediksjɔ̃	-	malðiθjon	mɑldisɐ̃ʊ̃	malɛdɪktɪonɛm	maleiiksjɔ	maleiiksnɔ	maleiikojɔ	maleiikonɔ	maleiikʊjɔ
-	malfɛʁ	malfare	malaθeɾ	-	malɛfakɛrɛ	malfɛʁe	malfɛʁɾ	malfɛre	malfɛrɾ	malfɛee
-	malfɛtœʁ	malfattore	maletʃoɾ	mɑlfeɪtoɹ	malɛfaktorɛm	malfɛttore	malfɛttoɹe	malfattore	malfattoɹe	malftttore
-	malefis	-	-	-	malɛfɪkɪʊm	malefis				
meɾesɨn	-	-	-	-	malɛsanʊm	meɾesɨn				
-	malɛ̃	maliɲɲo	maliɡno	mɐliɡnʊ	malɪŋnʊm	maliɡno	maliɡnʊ	maliɡɲo	maliɲno	maliɡɲʊ
-	-	-	-	milɡɹadɐ	malɔɡranatʊm	milɡɹadɐ				
-	malt	malta	-	-	maltʰam	malta				
-	mal	male	mal	mɑl	malʊm	male	mɑle			
-	-	kotoɲɲa	melokoton	-	malʊmkɔtonɪʊm	kotoɲɲaon	kotoɲɲton	kotoɲoaon	kotoɲoton	kotokɲaon
mər	-	mɛla	mela	-	malʊm	məla	mɛla	mela	məra	mɛra
nalbə	mov	malva	malβa	mɑlvɐ	malwam	malva	malvə	malvɐ	malba	malβa
-	mamɛl	mammɛlla	mamila	mɐmilɐ	mamɪllam	mamillla	mamilala	mamilɐla	mamɛllla	mamɛlala
-	-	mammona	-	-	mammonam	mammona				
-	-	manfano	-	-	mampʰʊrɛm	manfano				
-	-	-	manθeβo	mɐ̃ŋsebʊ	maŋkɪpɛm	manθeβo	manθeβʊ	manθebo	manθebʊ	manseβo
-	mɑ̃sipasjɔ̃	-	manθipjo	mɐ̃ŋsipjʊ	maŋkɪpɪʊm	mɑsiipjjɔ	mɑsiipjoɔ	mɑsiipjʊɔ	mɑsθipjjɔ	mɑsθipjoɔ
mɨnk	mɑ̃k	-	manko	mɐ̃ŋkʊ	maŋkʊm	mɨnko	mɨnkʊ	mɑnko	mɑnkʊ	manko
-	mɑ̃de	mandare	mandaɾ	mɐ̃ŋdaɹ	mandarɛ	mandare	mandaɾe	mandaɹe	maddare	maddaɾe
-	-	mandria	-	-	mandram	mandria				
mɨnka	mɑ̃ʒe	mandʒare	maŋxaɾ	mɐ̃ŋʒaɹ	mandukarɛ	mankaare	mankaɾre	mankaɹre	maneaare	maneaɾre
mɨnea	manwaʁ	rimanɛre	maniɾ	-	manerɛ	maneaʁre	maneaɛre	manwaʁre	manwaɛre	manaaʁre
mɨnekə	mɑ̃ʃ	manika	maŋɡa	mɐ̃ŋɡɐ	manɪkam	manɡkə	manɡka	maŋɡkə	maŋɡka	manɡaə
mɨneka	-	-	-	-	manikarɛ	mɨneka				
-	-	manifestare	-	mɐnifɨʃtaɹ	manɪfɛstarɛ	manifestare	manifestaɹe	manifeʃtare	manifeʃtaɹe	manifɨstare
-	manifɛst	manifɛsto	manifjesto	-	manɪfɛstʊm	manifɛstoo	manifɛstto	manifɛssoo	manifɛssto	manifɛetoo
-	manipyl	manipolo	manipulo	-	manɪpʊlʊm	manipylo	manipolo	manipulo		
-	-	-	manaɾ	mɐnaɹ	manarɛ	manaɾ	manaɹ	mɐnaɾ	mɐnaɹ	
-	mɛzɔ̃	mansione	mansjon	mɐ̃ŋsɐ̃ʊ̃	mansɪonɛm	mansione	mansjone	mansɐone	mansiʊne	mansjʊne
-	mɑ̃syetyd	mansuetudine	manseðumbɾe	mɐ̃ŋsuɨtudɨ	mansʊetudɪnɛm	mansettudine	mansettudiee	mansettudɾne	mansettudɾee	mansettudɨne
-	matɛ̃	-	-	mɐ̃ŋsʊ	mansʊetʊm	matɛʊ	matsʊ	maŋɛʊ	maŋsʊ	mɐtɛʊ
-	-	mantitʃe	-	-	mantɪkam	mantitʃe				
