word,language,top_1_transformation,top_1_score,top_2_transformation,top_2_score
fɾondoso,spanish,fɾʊmndosʊm,-2.7187712324178626,fɾʊmndaʊsʊm,-2.738918269268181
fɹuŋdozʊ,portuguese,fɹuŋdozʊ,-3.624236340526027,,
fʁɔ̃tal,french,fʁɔ̃tal,-4.478485053262343,,
frontale,italian,frʊmntale,-4.801314046540993,fraʊntale,-4.827197754131129
fɾontal,spanish,fɾʊmntal,-4.229377378374256,fɾaʊntal,-4.323670610036256
fɹuŋtɑl,portuguese,fɹuŋtɑl,-4.712515595074767,,
fʁɔ̃tɔ̃,french,fʁɔ̃tɔ̃,-9.090150118827076,,
frontone,italian,frʊmntʊmneʊm,-5.367082315614832,frʊmntʊmne,-5.427596886961628
fɾonton,spanish,fɾontʊmn,-5.279966676524111,fɾaʊntʊmn,-5.329966676524111
fɹuŋtɐ̃ʊ̃,portuguese,fɹuŋtɐ̃ʊ̃,-5.745934732609825,,
fʁyktyø,french,fʁyktyø,-9.30468032305189,,
fruttuozo,italian,fruttuozʊm,-4.118852680498108,fruttuʊmzʊm,-4.125465187530468
fɾuktwoso,spanish,fɾuktwosʊm,-4.139123367925573,fɾuktwʊmsʊm,-4.178148603996071
fɹutwozʊ,portuguese,fɹutwozʊ,-5.357988990479726,,
frukt,romanian,frukt,-5.221356325411908,,
fʁyi,french,fʁyi,-7.9240460108562925,,
fɾuto,spanish,fɾutʊm,-4.778031765561045,fɾuto,-4.879068822644829
fɹutʊ,portuguese,fɹutʊ,-4.860530701645918,,
fɾuiθjon,spanish,fɾuiθjʊmn,-1.787399453903812,fɾuiθliʊmn,-1.837399453903812
fruire,italian,fruire,-3.4982305937205496,fruirea,-3.598390649599021
fɾuiɾ,spanish,fɾuiɾ,-3.125929646257811,,
fɹuiɹ,portuguese,fɹuiɹ,-3.251092789211817,,
frusta,italian,frusta,-1.5425823589626382,frustaa,-1.889322896216079
fɾusta,spanish,fɾusta,-1.5158121178980335,,
fɹutisɨ,portuguese,fɹutisɨ,-1.8594379124341003,,
fɹutisɛtʊ,portuguese,fɹutisɛtʊ,-1.9594379124341001,,
fɹutikozʊ,portuguese,fɹutikozʊ,-1.9594379124341001,,
fuko,italian,fukʊm,-1.4094379124341003,fukoa,-1.63258146374831
fuɡatʃʲ,romanian,fuɡatʃʲ,-4.533050470681063,,
fyɡas,french,fyɡas,-5.513672547592163,,
fuɡatʃe,italian,fuɡatʃe,-4.891537830158967,,
fuɣaθ,spanish,fuɣaθ,-5.513672547592163,,
fuɡaʃ,portuguese,fuɡaʃ,-4.029397778112069,,
fuɡa,romanian,fuɡa,-2.786554268074246,,
fuɡare,italian,fuɡare,-3.866013629376933,fuɡarea,-4.120324365082663
fuɣaɾ,spanish,fuɣaɾ,-3.6367552700238015,,
fuɡaɹ,portuguese,fuɡaɹ,-3.1865542680742456,,
fylkʁɔm,french,fylkʁɔm,-8.150993562215918,,
fulkro,italian,fulkrʊm,-2.9618139348334838,fulkrʊma,-3.5756172573359697
fulkɾo,spanish,fulkɾʊm,-2.935043693768879,fulkɾʊma,-3.5510180983226016
fuwkɹʊ,portuguese,fuwkɹʊ,-4.496285905885707,,
fuldʒer,romanian,fuldʒer,-3.5817619863450725,,
fuldʒere,italian,fuldʒere,-4.009082161431456,fuldʒerea,-4.121083957360916
fulxiɾ,spanish,fulxiɾ,-4.119881181126878,,
fuwʒiɹ,portuguese,fuwʒiɹ,-4.59641537212598,,
folɡore,italian,fʊmlɡorea,-4.108612534019806,folɡorea,-4.139025132579749
fulɣoɾ,spanish,fulɣʊmɾ,-2.7204403643224175,fulɣoɾ,-3.0572133394184293
fudʁ,french,fudʁ,-4.302541329426279,,
fuldʒeɾa,romanian,fuldʒeɾa,-5.754285124375363,,
fylɡyʁe,french,fylɡyʁa,-5.4859994389998175,fylɡyʁaa,-5.669530831624341
folɡorare,italian,faʊlɡaʊrarea,-5.792227968574099,folɡaʊrarea,-5.854076268710668
fulɣuɾaɾ,spanish,fulɣuɾaɾ,-4.967627540921838,,
fuwɡuɾaɹ,portuguese,fuwɡuɾaɹ,-5.305181443413792,,
fulk,french,fulk,-3.5058872018578304,,
fɔlaɡa,italian,fɔlaɡa,-3.394298225302829,fɔlaɡaa,-3.8690099368017563
fulika,spanish,fulika,-3.6667128256238213,,
funiŋdʒine,romanian,funiŋdʒine,-6.1586012931057885,funiŋdʒline,-6.614066401213954
fyliʒin,french,fyliʒin,-5.953782474656201,,
fulidʒʒine,italian,fulidʒʒinea,-6.133873909854945,fulidʒʒine,-6.245932721306344
oʎin,spanish,aʊʎin,-8.12819669068355,ʊmʎin,-8.310518247477505
fuliʒeɪŋ,portuguese,fuliʒeɪŋ,-7.646260241168501,,
fulɔ̃,french,fulɔ̃,-1.8594379124341003,,
fylmine,french,fylmina,-2.3079456086518717,fylminaa,-2.4914770012763943
fulminare,italian,fulminarea,-2.8893644548134523,fulminare,-2.901046452292545
fulminaɾ,spanish,fulminaɾ,-2.526395954636499,,
fulvo,italian,fulvʊm,-2.295685936634719,fulvʊma,-2.849212257919098
fulβo,spanish,fulβʊm,-2.5382475738060304,fulβʊma,-3.0953453274580065
fuwvʊ,portuguese,fuwvʊ,-3.394193632852491,,
fumajɔlo,italian,fumajɔlʊm,-1.6094379124341003,fumajɔloa,-1.7272209480904839
fumeɡa,romanian,fumeɡa,-3.9248849881025274,,
fymiʒe,french,fymiʒaa,-4.922130200157226,fymiʒa,-5.016767101728568
affumikare,italian,affumikare,-5.226802858218335,affumikareaa,-5.293844437675391
umeaɾ,spanish,umeaɾ,-5.038358666062116,,
fumɨɡaɹ,portuguese,fumɨɡaɹ,-4.29529828757812,,
fymø,french,fymø,-12.006662489770319,,
fumozo,italian,fumʊmzʊm,-3.7442399697717623,fumozʊm,-4.023332099095352
umoso,spanish,umʊmsʊm,-4.9523079904968235,umaʊsʊma,-5.6097655892394265
fumozʊ,portuguese,fumozʊ,-4.523757726549906,,
fʁɔ̃d,french,fʁɔ̃d,-5.9580502011022105,,
fionda,italian,fiʊmnda,-2.5122008809294685,fionda,-2.595732273553991
fundament,romanian,fundament,-4.030441590952163,,
fɔ̃dmɑ̃,french,fɔ̃dmɑ̃,-9.746929655216146,,
fondamenta,italian,fondamenta,-3.805722648523713,faʊndamenta,-3.8557226485237126
fundamɛnto,spanish,fundamɛntʊm,-4.099965847653288,fundamɛntʊma,-4.4600185421286875
fũŋdɐmeɪŋtʊ,portuguese,fũŋdɐmeɪŋtʊ,-5.851504986918396,,
fɔ̃datœʁ,french,fɔ̃datœʁ,-5.1009147631141865,,
fondatore,italian,faʊndatʊmrea,-4.861156440669562,faʊndatʊmre,-4.889923043093852
fundaðoɾ,spanish,fundaðoɾ,-4.714946402370119,fundaðaʊɾ,-4.912866532446741
fũŋdɐdoɹ,portuguese,fũŋdɐdoɹ,-6.021659362971981,,
fundiβulo,spanish,fundiβulʊm,-2.1656432289611827,fundiβulʊma,-2.410414202296145
fũŋdibulʊ,portuguese,fũŋdibulʊ,-2.6585682075772707,,
funebru,romanian,funebru,-3.90483683434565,funevru,-4.932330889912651
fynɛbʁ,french,fynɛbʁ,-5.535569220082258,,
funebre,italian,funebre,-3.9780534482554737,funebrea,-4.207589857649227
funeβɾe,spanish,funeβɾe,-5.197334517815575,,
funɨbɹɨ,portuguese,funɨbɹɨ,-4.223851554767032,,
funeratitsio,italian,funeratitsio,-1.7594379124341002,funeratitsiʊm,-2.0094379124341004
funɛreo,italian,funɛreʊm,-1.8251410781671058,funɛreoʊm,-2.0996442489973552
funɛɾiʊ,portuguese,funɛɾiʊ,-2.2577855527734005,,
fynɛst,french,fynɛst,-2.633487478460448,,
funɛsto,italian,funɛstʊm,-1.9848855158946446,funɛstʊma,-2.402339594088204
funesto,spanish,funestʊm,-2.2737326592406584,funestʊma,-2.6467923256990873
fundʒere,italian,fundʒerea,-2.93902286171852,fundʒereʊm,-2.98902286171852
fuŋxiɾ,spanish,fuŋxiɾ,-3.137463365430015,,
fɔ̃ɡø,french,fɔ̃ɡø,-12.093030133941195,,
fuŋɡozo,italian,fuŋɡʊmzʊm,-4.260917762047916,fuŋɡozʊm,-4.415408243612932
oŋɡoso,spanish,ʊmŋɡosʊm,-5.724051670502757,aʊŋɡʊmsʊm,-5.823531727766127
fũŋɡozʊ,portuguese,fũŋɡozʊ,-4.787387150331708,,
fynikyl,french,fynikyl,-3.7829446524931765,,
funikolo,italian,funikolʊm,-3.0433110505371257,funikaʊlʊm,-3.1018217402050343
funikulo,spanish,funikulʊm,-2.686292106804181,funikulʊma,-3.1613890989760023
funikulʊ,portuguese,funikulʊ,-2.9276229519895955,,
funje,romanian,funje,-1.98258146374831,,
fune,italian,fune,-1.93258146374831,funea,-2.063364379840764
fur,romanian,fur,-10.245793102436563,,
fyʁɛ,french,fyʁɛ,-11.78744797921428,,
furetto,italian,furectʊma,-7.042601099887566,furectʊmɛm,-7.066912640414126
uɾon,spanish,uɾon,-13.501680304294393,uɾaʊn,-13.551680304294392
fuɾɐ̃ʊ̃,portuguese,fuɾɐ̃ʊ̃,-7.563636966975518,,
furtʃea,romanian,furtʃea,-1.2594379124341004,,
forfora,italian,forfora,-1.5094379124341002,faʊrfora,-1.5594379124341002
fyʁibɔ̃,french,fyʁibɔ̃,-5.7000019538801014,,
furibondo,italian,furibʊmndʊm,-3.6994233461401165,furibaʊndʊm,-3.8825927198564107
fuɾiβundo,spanish,fuɾiβundʊm,-3.9259040311298667,fuɾiβundʊma,-4.36362365383307
fuɾibũŋdʊ,portuguese,fuɾibũŋdʊ,-4.1214026458194954,,
fuɾjos,romanian,fuɾjaʊs,-4.099705077879927,fuɾjos,-4.315823593899225
fyʁjø,french,fyʁliø,-7.192913087322443,fyʁjø,-9.549765906762499
fuɾjoso,spanish,fuɾjosʊm,-4.198370249861208,fuɾjʊmsʊm,-4.416900095180225
fuɾiozʊ,portuguese,fuɾiozʊ,-5.5206610252242845,,
fuɾa,romanian,fuɾa,-5.051656267813551,,
fyʁœʁ,french,fyʁœʁ,-12.865805480084347,,
furore,italian,furʊmrea,-7.271588636760818,furorea,-7.293390653919569
fuɾoɾ,spanish,fuɾʊmɾ,-5.652537493231117,fuɾoɾ,-5.689999038861157
fuɾoɹ,portuguese,fuɾoɹ,-5.781936534186842,,
furtiv,romanian,furtiv,-3.700700582275007,,
fyʁtif,french,fyʁtif,-5.216548790319031,,
furtivo,italian,furtivʊm,-3.5808455849380123,furtivo,-4.211012148794619
fuɾtiβo,spanish,fuɾtiβʊm,-4.137345548023434,fuɾtiβo,-4.746414081329127
fuɾətivʊ,portuguese,fuɾətivʊ,-4.651254976007128,,
furt,romanian,furt,-3.8620230054281457,,
furto,italian,furtʊm,-2.8188758248682007,furtʊma,-3.5418202981106264
uɾto,spanish,uɾtʊm,-4.222848629194137,uɾto,-4.8975420786355475
fuɾətʊ,portuguese,fuɾətʊ,-3.888879454113936,,
fuɾunkul,romanian,fuɾunkul,-4.112375560581114,,
fyʁɔ̃kl,french,fyʁɔ̃kl,-9.543988811219457,,
forunkolo,italian,faʊrunkolʊm,-4.800244129962033,faʊrunkaʊlʊm,-4.844361760058967
fuɾunkulo,spanish,fuɾunkulʊm,-3.926141193540379,fuɾunkulʊma,-4.452504304689718
fuɾũŋkulʊ,portuguese,fuɾũŋkulʊ,-4.562987494944764,,
fiɔtʃina,italian,fiɔtʃina,-1.5594379124341002,,
fusta,spanish,fusta,-1.832782465697866,,
fuʃtɐ,portuguese,fuʃtɐ,-2.657945608651872,,
fystiʒe,french,fystiʒa,-3.3876696182833683,fystiʒaa,-3.4170503310806324
fustiɡare,italian,fustiɡare,-3.829701448634191,fustiɡarea,-3.920992503704992
ostiɣaɾ,spanish,ʊmstiɣaɾ,-4.1443445622221,aʊstiɣaɾ,-4.240148691159709
fuʃtiɡaɹ,portuguese,fuʃtiɡaɹ,-3.988879454113936,,
fuʃte,romanian,fuʃte,-4.8259503680491385,,
fyː,french,fyː,-12.583483923290391,,
fusto,italian,fustʊm,-4.553546327112128,fusto,-4.715261534013622
fuste,spanish,fuste,-4.550400028962766,,
fuʃtɨ,portuguese,fuʃtɨ,-4.655324851018375,,
fytysjɔ̃,french,fytysliɔ̃,-1.9594379124341001,fytysjɔ̃,-5.0094379124341
ʒat,french,ʒat,-6.135717085354171,,
ɡavetta,italian,ɡavepta,-4.088596986162276,ɡavecta,-4.293391398808289
ɡaβeta,spanish,ɡaβeta,-4.386468902198205,,
ɡɐvetɐ,portuguese,ɡɐvetɐ,-5.206064332470432,,
ʒɛ,french,ʒɛ,-10.1943445622221,,
ɡalben,romanian,ɡalven,-5.24700293826713,ɡalben,-5.24700293826713
ʒon,french,ʒon,-5.779100282640491,ʒaʊn,-5.829100282640491
dʒallo,italian,dʒallo,-5.547107530717469,,
ɡalea,spanish,ɡalea,-1.4784307839210518,,
ɡalɛn,french,ɡalɛn,-2.4374228452543676,,
ɡalɛna,italian,ɡalɛna,-1.916635007632617,ɡalɛnaa,-2.408136484363477
ɡalena,spanish,ɡalena,-2.3185232266599267,,
ɡalɛro,italian,ɡalɛrʊm,-2.7952407350076682,ɡalɛroʊm,-3.237868696355152
ɡaleɾo,spanish,ɡaleɾʊm,-2.5378746958689717,ɡaleɾʊma,-2.9626362488611013
ɡɐleɾʊ,portuguese,ɡɐleɾʊ,-3.3902338287368377,,
ɡal,french,ɡal,-3.8897023438485197,,
ɡalla,italian,ɡalla,-3.4343912688298666,,
ɡaʎa,spanish,ɡaʎa,-3.3619184129778077,,
ɡaʎɐ,portuguese,ɡaʎɐ,-4.117383521085972,,
ɡaʎeɣo,spanish,ɡaʎeɣʊm,-2.5877225015965393,ɡaʎeɣʊma,-2.8811937524164195
ɡɐleɡʊ,portuguese,ɡɐleɡʊ,-3.169746321480744,,
ɡəleatə,romanian,ɡəleatə,-3.661247717515657,,
ɡalletta,italian,ɡalletta,-3.2558872018578304,,
ɡalon,spanish,ɡalʊmn,-3.6317619863450723,ɡalon,-4.307496290299793
ɡallitʃinio,italian,ɡallitʃinio,-1.9101086078962515,,
ɡəinats,romanian,ɡəinats,-1.8594379124341003,ɡəlinats,-1.9094379124341003
ɡallo,italian,ɡallo,-3.81070857714724,,
ɡaʎo,spanish,ɡaʎʊm,-2.4310891599660818,ɡaʎʊmʊm,-3.0907049479015045
ɡalʊ,portuguese,ɡalʊ,-3.041244088269921,,
ʒɑ̃b,french,ʒɑ̃b,-6.418875824868201,,
ɡamba,italian,ɡamba,-2.768875824868201,ɡambaa,-3.18351893845611
aŋɡamo,italian,aŋɡamʊm,-1.5094379124341002,aŋɡamoa,-1.6635885922613585
ɡaɲiɾ,spanish,ɡaɲiɾ,-2.675728644308255,,
ɡɐniɹ,portuguese,ɡɐniɹ,-2.898872195622465,,
ɡanaɾ,spanish,ɡanaɾ,-2.5579456086518717,,
ɡadʊ,portuguese,ɡadʊ,-2.507945608651872,,
ɡarrire,italian,ɡarrire,-3.938879454113936,ɡarrirea,-4.0079769180512255
ɡariɾ,spanish,ɡariɾ,-3.2353444322436777,,
ɡɐʁiɹ,portuguese,ɡɐʁiɹ,-3.928491612803623,,
ɡarrulo,italian,ɡarrulʊm,-1.7135885922613585,ɡarrulʊma,-2.030651377510404
ɡarulo,spanish,ɡarulʊm,-1.6635885922613585,ɡarulʊma,-1.9824021804087564
ɡaɾʊ,portuguese,ɡaɾʊ,-1.7094379124341004,,
ɡaz,french,ɡaz,-1.9925823589626384,,
ɡastaldo,italian,ɡastaldʊm,-1.3594379124341003,ɡastaldoa,-1.4772209480904839
ɡate,french,ɡata,-3.3743409329763647,ɡataa,-3.6319802977546094
ɡodiʁ,french,ɡaʊdiʁ,-5.179754797815114,ɡodiʁ,-5.3748772558481
ɡodere,italian,ɡaʊdereaa,-5.399645618677925,ɡaʊdeream,-5.399645618677925
ɡoθaɾ,spanish,ɡaʊθaɾ,-5.179754797815114,ɡʊmθaɾ,-5.256533809780565
ɡuzaɹ,portuguese,ɡuzaɹ,-5.083674252960128,,
ɡaudio,italian,ɡaudiʊm,-3.7210512272224188,ɡaudiʊma,-4.191377774280495
ɡoθo,spanish,ɡʊmθʊm,-3.516900547395161,ɡoθʊm,-3.795404614367197
ɡɔzʊ,portuguese,ɡɔzʊ,-4.7051701859880914,,
ʒəle,french,ʒəlaa,-4.19467775222744,ʒəla,-4.391537830158966
dʒelare,italian,dʒelare,-5.218037100174745,dʒelarea,-5.333058595003127
elaɾ,spanish,elaɾ,-4.729170181350304,,
ʒɨlaɹ,portuguese,ʒɨlaɹ,-4.196371057959224,,
dʒer,romanian,dʒer,-7.456262975199909,,
ʒɛl,french,ʒɛl,-5.910352826144596,,
dʒɛlo,italian,dʒɛlʊm,-5.0037361377369285,dʒɛlʊma,-5.843090962823766
jelo,spanish,lielʊmer,-7.574651639753746,jelʊmer,-8.219171504125663
ʒelʊ,portuguese,ʒelʊ,-6.11986402162968,,
ʒymo,french,ʒymaʊiʊm,-4.629220467498259,ʒymaʊʊm,-4.811005837999705
dʒemɛllo,italian,dʒemɛllo,-5.930757339641312,,
xemelo,spanish,xemelʊm,-5.303266444224334,xemelʊma,-5.7884573779828035
ʒɛmiʊ,portuguese,ʒɛmiʊ,-5.083674252960128,,
dʒeminatsione,italian,dʒeminatsiʊmne,-3.6985306720696967,dʒeminatsiʊmnea,-3.7743896093337277
xeminaθjon,spanish,xeminaθliʊmn,-3.4757579787440553,xeminaθjʊmn,-3.480063323601597
ʒeminɐsɐ̃ʊ̃,portuguese,ʒeminɐsɐ̃ʊ̃,-3.775632138510455,,
dʒeminare,italian,dʒeminarea,-2.8436080894638565,dʒeminare,-2.9005168193158086
xeminaɾ,spanish,xeminaɾ,-2.9951897480516667,,
ʒeminaɹ,portuguese,ʒeminaɹ,-2.7914770012763945,,
dʒeamət,romanian,dʒeamət,-5.725651381830953,,
dʒɛmito,italian,dʒɛmitʊm,-3.955549063438969,dʒɛmitʊma,-4.4935791205796285
xemiðo,spanish,xemiðʊm,-4.77995953742172,xemiðʊmʊm,-4.990832666800076
ʒemidʊ,portuguese,ʒemidʊ,-4.639331076766146,,
dʒemə,romanian,dʒemə,-5.107884728710727,,
ʒɛm,french,ʒɛm,-4.820685629949757,,
dʒɛmma,italian,dʒɛmma,-4.947646671085885,dʒɛmmaa,-5.753362192857637
xema,spanish,xema,-5.581899977436644,,
ʒemɐ,portuguese,ʒemɐ,-5.139034768617954,,
ʒɛmyl,french,ʒɛmyl,-3.6765151896464454,,
dʒemmula,italian,dʒemmula,-3.3623706822602806,dʒemmulaa,-3.7297014486341915
ʒemulɐ,portuguese,ʒemulɐ,-3.352863581519387,,
dʒeanə,romanian,dʒeanə,-1.8094379124341002,,
ʒənɛ,french,ʒənɛ,-5.24700293826713,,
xenista,spanish,xenista,-4.466663120082326,,
ʒiɛʃtɐ,portuguese,ʒiɛʃtɐ,-5.24700293826713,,
dʒenitritʃe,italian,dʒenitritʃe,-1.8094379124341002,,
ʒenjal,french,ʒenjal,-3.4820450215678806,ʒanjal,-3.572886661078971
dʒenjale,italian,dʒenjale,-4.499705077879927,dʒenjaleʊm,-4.539759334476764
xenjal,spanish,xenjal,-4.105394150280637,xenlial,-4.79975116667115
ʒeniɑl,portuguese,ʒeniɑl,-4.098125850673903,,
dʒenitivo,italian,dʒenitivʊm,-2.0357856219715376,dʒenitivoʊm,-2.2715568305876417
ʒenitivʊ,portuguese,ʒenctivʊ,-2.3162174488231706,ʒenitivʊ,-2.4120667689959125
ʒɑ̃ti,french,ʒɑ̃ti,-4.68617731450114,,
dʒentile,italian,dʒentile,-4.355065593537754,dʒentilea,-4.4477293324205265
xentil,spanish,xentil,-4.2269577067131205,,
ʒeɪŋtiʊ,portuguese,ʒeɪŋtiʊ,-4.754724069984984,,
dʒentilita,italian,dʒentilitaa,-2.7894925552311145,dʒentilitaɨd,-2.790371757896165
xentiliðad,spanish,xentiliðad,-2.835577345250151,,
dʒen,romanian,dʒen,-8.843317370868586,,
ʒɑ̃ʁ,french,ʒɑ̃ʁ,-18.54710753071747,,
dʒɛnere,italian,dʒɛnereʊm,-7.032305088484134,dʒɛnere,-7.053599192061192
xeneɾo,spanish,xeneɾʊm,-9.66483604650346,xeneɾʊma,-10.092390487319522
ʒɛnɨɾʊ,portuguese,ʒɛnɨɾʊ,-6.967303443513041,,
dʒeoɡrafie,romanian,dʒeoɡrafie,-4.777132508024403,dʒeaʊɡrafie,-4.8371076530812225
ʒeɔɡʁafi,french,ʒeɔɡʁafi,-4.716353308629715,ʒaɔɡʁafi,-5.210528136525564
dʒeoɡrafia,italian,dʒeoɡrafia,-4.030874057647404,dʒeaʊɡrafia,-4.089104556783919
xeoɣɾafia,spanish,xeaʊɣɾafia,-4.70730594040862,xeʊmɣɾafia,-4.735732910514876
ʒiuɡɹɐfiɐ,portuguese,ʒiuɡɹɐfiɐ,-5.6035830352078655,,
ʒeɔɡʁafik,french,ʒaɔɡʁafik,-2.938786780275392,ʒeɔɡʁafik,-3.03824757380603
xeoɣɾafiko,spanish,xeʊmɣɾafikʊm,-2.7420402982887175,xeoɣɾafikʊm,-2.9294730947701657
xeoɣɾafo,spanish,xeʊmɣɾafʊm,-1.7897997302973438,xeʊmɣɾafʊma,-1.93258146374831
dʒeometria,italian,dʒeʊmmetria,-1.7695928407379398,dʒeometria,-1.9566311803709657
xeometɾia,spanish,xeʊmmetɾia,-2.1014727053239897,xeometɾia,-2.1702082127163482
dʒermanik,romanian,dʒermanik,-4.018007879628851,dʒermanlik,-5.051690201622984
ʒɛʁmanik,french,ʒɛʁmanik,-4.288067194274545,,
dʒermaniko,italian,dʒermanikʊm,-3.686270654841689,dʒermanikʊma,-4.132496262085532
xeɾmaniko,spanish,xeɾmanikʊm,-4.480205325425585,xeɾmanikʊma,-4.95807679019957
ʒeɾəmɐ̃nikʊ,portuguese,ʒeɾəmɐ̃nikʊ,-4.9898571714595406,,
eɾmandad,spanish,eɾmandad,-2.4065933934412644,,
iɾəmɐ̃ŋdadɨ,portuguese,iɾəmɐ̃ŋdadɨ,-2.7435352574741274,,
ʒɛʁmɛ̃,french,ʒɛʁmɛ̃,-10.598317366548036,,
dʒermano,italian,dʒermanʊm,-5.329922705963368,dʒermanʊma,-5.784554133322955
eɾmano,spanish,eɾmanʊm,-4.46995387398867,eɾmanʊma,-4.981291619021917
mɐ̃nʊ,portuguese,mɐ̃nʊ,-7.933224016336037,,
dʒermen,romanian,dʒermen,-5.840726775292117,,
ʒɛʁm,french,ʒɛʁm,-5.977890446809923,,
dʒɛrme,italian,dʒɛrmea,-5.503498598866309,dʒɛrmeɨa,-5.801702604732823
xeɾmen,spanish,xeɾmen,-6.834434770438616,,
ʒɛɾəmɨ,portuguese,ʒɛɾəmɨ,-6.636636200652536,,
ʒeʁe,french,ʒaʁaem,-4.386993974407695,ʒaʁaes,-4.386993974407695
xeɾeɾ,spanish,xeɾeɾ,-4.21124114237999,,
ʒɨɾiɹ,portuguese,ʒɨɾiɹ,-4.167383521085973,,
dʒeɾunziw,romanian,dʒeɾunziw,-4.079701448634191,dʒeɾunzliw,-4.183190133585177
dʒerundio,italian,dʒerundiʊm,-3.286755270023802,dʒerundio,-3.640044098709371
xeɾundjo,spanish,xeɾundjʊm,-3.5019375900810727,xeɾundliʊm,-3.7750811413952827
ʒeɾũŋdjʊ,portuguese,ʒeɾũŋdjʊ,-4.720098063808608,,
ʒɛstjɔ̃,french,ʒɛstjɔ̃,-2.4463877156524383,,
xestjon,spanish,xestjʊmn,-2.696249800196763,xestjon,-3.0900429530252325
ɡuʃə,romanian,ɡuʃə,-4.725127478314555,,
ɡozje,french,ɡozlia,-4.280316923801663,ɡaʊzlia,-4.3303169238016626
ɡotsso,italian,ɡotxo,-4.5899696699742485,ɡotxaʊ,-4.639969669974248
ɡeb,romanian,ɡeb,-6.223786103901936,ɡevʊm,-7.113220387090302
dʒibbo,italian,dʒibboa,-6.366339106588313,dʒibbʊma,-6.432087463556453
xiβa,spanish,xiβa,-11.146929655216146,,
ʒebɐ,portuguese,ʒebɐ,-5.333778845410466,,
ɡeatsə,romanian,ɡeatsə,-3.7482305937205496,,
ɡlas,french,ɡlas,-3.8784916128036233,,
ɡjatʃʃo,italian,ɡjatʃʃo,-4.53239679372504,,
ɡlajœl,french,ɡlaliœl,-3.284627113883663,ɡlajœl,-3.4375679578803533
dʒadʒʒɔlo,italian,dʒadʒʒɔlʊm,-3.5565578973199816,dʒadʒʒɔlʊma,-3.7744387699591417
ɡladjum,romanian,ɡladjum,-4.6723125380145705,,
ɡlɛv,french,ɡlɛv,-6.428996835874292,,
ɡjado,italian,ɡjadʊm,-4.934743266249978,ɡjadoʊm,-5.408436692079654
ɡlaðjo,spanish,ɡlaðjʊm,-4.03862780599541,ɡlaðjʊma,-4.755738845839726
ɡladjʊ,portuguese,ɡladjʊ,-4.187446122632911,,
ɡlandulos,romanian,ɡlandulaʊs,-2.381708851194099,ɡlandulos,-2.898237163389589
ɡlanduloso,spanish,ɡlandulaʊsʊm,-2.599676269629653,ɡlandulosʊm,-2.705395577229538
ɡlɐ̃ŋdulozʊ,portuguese,ɡlɐ̃ŋdulozʊ,-3.58422737725876,,
ɡjaia,italian,ɡjaia,-2.795732273553991,ɡjaiaa,-3.171154673988619
ʎeɾa,spanish,ʎeɾa,-2.9082512030517655,,
ɡjajozo,italian,ɡjajozʊm,-1.5594379124341002,ɡjajʊmzʊm,-1.6094379124341003
latiɾ,spanish,latiɾ,-1.7594379124341002,,
ɡlawk,romanian,ɡlawk,-3.5989880454985035,,
ɡlok,french,ɡlaʊk,-4.94919158647404,ɡlok,-5.008390878439033
ɡlauko,italian,ɡlaukʊm,-3.3284037925971406,ɡlauko,-4.0121776704584295
ɡlaʊko,spanish,ɡlaʊkʊm,-4.602639723589475,ɡlaʊkʊma,-5.275791343548791
ɡlaʊkʊ,portuguese,ɡlaʊkʊ,-5.0110926581234185,,
lwaʁ,french,lwaʁ,-8.542019376182411,,
ɡiro,italian,ɡirʊm,-7.325728644308255,ɡirʊma,-7.598872195622465
liɾon,spanish,liɾʊmn,-6.675433722188183,liɾon,-7.894003303182756
ɡluse,french,ɡlusaae,-3.111955382023627,ɡlusa,-3.235098933337836
kiotʃʃare,italian,kiotʃʃare,-3.28119375241642,,
ɡloriare,italian,ɡlʊmriarea,-2.693511679964639,ɡlʊmriareʊm,-2.7435116799646386
ɡloɾjaɾ,spanish,ɡlʊmɾjaɾ,-2.6025850929940457,ɡloɾjaɾ,-2.8857295395225835
ɡloriozissimo,italian,ɡlorioziximʊm,-2.562823150618887,ɡloriʊmziximʊm,-2.616112856372833
ɡloɾjosisimo,spanish,ɡloɾjosisimʊm,-2.499801247192199,ɡlʊmɾjosisimʊm,-2.6238744539528955
ɡlɔssa,italian,ɡlɔssa,-2.7011510447428835,ɡlɔxa,-2.7187712324178626
ɡlosa,spanish,ɡlʊmsa,-3.394298225302829,ɡlosa,-3.4172234652075013
ɡlɔzɐ,portuguese,ɡlɔzɐ,-6.418301538905267,,
ɡlɔttide,italian,ɡlɔctidea,-1.4772209480904839,ɡlɔptidea,-1.4772209480904839
ɡly,french,ɡly,-6.012200880929468,,
ɡlutine,italian,ɡlutinea,-3.197046701834897,ɡlutine,-3.245732273553991
ɡlutiɾ,spanish,ɡlutiɾ,-1.8094379124341002,,
ɡlutɔ̃,french,ɡlutɔ̃,-4.3090847182712775,,
ɡiottone,italian,ɡiaʊttʊmneʊm,-4.822275620118454,ɡiaʊttʊmne,-4.863013119139173
ɡloton,spanish,ɡlotʊmn,-4.155167771464047,ɡlaʊtʊmn,-4.205167771464047
ɡlutɐ̃ʊ̃,portuguese,ɡlutɐ̃ʊ̃,-4.5170419975332035,,
ɡuʒɔ̃,french,ɡuʒɔ̃,-4.891537830158966,,
