ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
matrimoniw	matʁimwan	matrimɔnio	matɾimonjo	mɐtɹimɔnjʊ	matrɪmonɪʊm
-	-	-	matɾonal	mɐtɹunɑl	matronalɛm
-	nat	-	-	-	mattam
-	-	maturare	maðuɾaɾ	mɐduɾaɹ	maturarɛ
matur	myːʁ	maturo	maðuɾo	mɐduɾʊ	maturʊm
-	matɛ̃	mattutino	matutino	-	matutinʊm
-	maksijɛʁ	maʃellare	-	-	maksɪllarɛm
-	-	meato	-	-	mɛatʊm
-	-	medjale	meðjal	-	mɛdɪalɛm
-	-	-	beðeɣambɾe	-	mɛdɪkamɛn
-	medikamɑ̃	medikamento	meðikamɛnto	medikɐmeɪŋtʊ	mɛdɪkamɛntʊm
-	-	medikatore	-	-	mɛdɪkatorɛm
meditʃinal	medisinal	meditʃinale	meðiθinal	medisinɑl	mɛdɪkinalɛm
-	meʒiʁ	medikare	meðikaɾ	medikaɹ	mɛdɪkarɛ
medja	mwaje	medjare	meðjaɾ	-	mɛdɪarɛ
-	-	-	meðjokɾe	mediukɹɨ	mɛdɪɔkrɛm
-	-	-	meðitaβundo	meditɐbũŋdʊ	mɛdɪtabʊndʊm
mediteɾan	meditɛʁane	mediterraneo	meðiteraneo	meditɨʁɐ̃niʊ	mɛdɪtɛrranɛʊm
mjez	-	mɛdzzo	meðjo	mɛdjʊ	mɛdɪʊm
-	-	-	meaɾ	miʒaɹ	mejɛrɛ
-	mɛjœʁ	miʎore	mexoɾ	mɨʎɔɹ	mɛlɪorɛm
-	ameljoʁe	miʎorare	mexoɾaɾ	meʎuɾaɹ	mɛlɪorarɛ
-	-	mellɛo	-	-	mɛllɛʊm
-	-	mellito	-	-	mɛllitʊm
-	məlɔ̃	melone	melon	mɨlɐ̃ʊ̃	melonɛm
-	-	melodia	meloðia	meludiɐ	mɛlodɪam
-	-	membranatʃeo	membɾanaθeo	-	mɛmbranakɛʊm
-	mɑ̃bʁanø	-	membɾanoso	-	mɛmbranɛʊm
-	-	mɛmore	-	-	mɛmɔrɛm
memoɾa	memoʁe	memorare	membɾaɾ	leɪmbɹaɹ	mɛmɔrarɛ
-	mɑ̃dasjø	mendatʃo	-	-	mɛndakɪʊm
-	-	mendatʃe	-	meɪŋdasɨ	mɛndakɛm
-	-	mendelevio	-	-	mɛndɛlewɪʊm
-	mɑ̃dje	mendikare	mendiɣaɾ	meɪŋdiɡaɹ	mɛndikarɛ
-	-	mendiko	mendiɣo	meɪŋdiɡʊ	mɛndikʊm
masə	mwaz	mɛnsa	mesa	mezɐ	mensam
-	-	-	-	mezaɾjʊ	mensarɪʊm
-	mwa	mɛze	mes	meʃ	mensɛm
məsuɾə	məzyʁ	mizura	mesuɾa	mezuɾɐ	mensuram
məsuɾa	məzyʁe	mizurare	mesuɾaɾ	mezuɾaɹ	mensurarɛ
-	-	mentastro	-	-	mɛntastrʊm
-	mɑ̃tyl	minkia	miŋɡa	-	mɛntʊlam
-	mɑ̃tɔ̃	mento	menton	meɪŋtʊ	mɛntʊm
-	-	-	-	meɾəkɐdoɹ	mɛrkatorɛm
-	-	-	meɾkaɾ	mɨɾəkaɹ	mɛrkari
-	mɛʁd	mɛrda	mjeɾða	mɛɾədɐ	mɛrdam
meɾinde	-	merɛnda	-	meɾeɪŋdɐ	mɛrɛndam
meɾita	meʁite	meritare	meɾeθeɾ	meɾɨseɹ	mɛrerɛ
-	-	meretritʃo	meɾetɾiθjo	meɾɨtɹisjʊ	mɛrɛtrikɪʊm
-	-	meretritʃe	meɾetɾiθ	meɾɨtɹiʃ	mɛrɛtrikɛm
merdʒe	-	mɛrdʒere	meɾxeɾ	-	mɛrɡɛrɛ
-	-	maɾaŋɡone	somoɾɣuxo	meɾəɡuʎʊ	mɛrɡʊm
-	-	-	-	meɾidjʊ	mɛridɪɛm
meɾiza	-	meridʒʒare	amaɾiθaɾ	-	mɛridɪarɛ
meɾidjonal	meʁidjonal	meridionale	meɾiðjonal	meɾidiunɑl	mɛridɪonalɛm
-	-	meritɔrio	meɾitoɾjo	meɾitɔɾjʊ	mɛrɪtorɪʊm
-	meʁit	mɛrito	meɾito	mɛɾitʊ	mɛrɪtʊm
-	-	mɛro	meɾo	mɛɾʊ	mɛrʊm
-	-	mɛrtʃe	-	meɾəsɨ	mɛrkɛm
masə	mwaz	-	mesa	mezɐ	mesam
-	nɛfl	nɛspola	nispeɾo	neʃpɨɾɐ	mɛspɪlʊm
-	mwasɔ̃	-	-	-	mɛssɪonɛm
-	-	mɛsse	mjes	mɛsɨ	mɛssɛm
-	-	meta	meta	metɐ	metam
-	metalifɛʁ	metallifero	-	-	mɛtallɪfɛrʊm
metal	metal	metallo	metal	mɨtɑl	mɛtallʊm
-	metikylø	metikolozo	metikuloso	metikulozʊ	mɛtɪkʊlosʊm
-	-	-	meðiɾ	mɨdiɹ	metiri
-	-	mjetere	-	-	mɛtɛrɛ
-	mɛtʁ	metro	metɾika	-	mɛtrʊm
-	-	-	mjeðo	medʊ	mɛtʊm
mikə	miʃ	mika	mika	mikɐ	mikam
-	-	ammikkare	-	-	mɪkarɛ
miɡraɾe	emiɡʁe	miɡrare	-	miɡɹaɹ	mɪɡrarɛ
-	-	milite	milite	militɨ	milɪtɛm
-	miljɛʁ	-	-	-	mɪlɪarɪʊm
-	milite	militare	militaɾ	militaɹ	milɪtarɛ
mie	mil	miʎa	miʎa	mil	millɪa
-	-	-	milesimo	-	millesɪmʊm
-	-	miʎaio	mixeɾo	miliaɾjʊ	millɪarɪʊm
-	-	miliare	miʎiaɾjo	miʎeɪɾʊ	millɪarɪʊm
-	mənas	minatʃʃa	amenaθa	minaʃ	mɪnakɛm
-	-	mindʒere	miŋxeɾ	-	mɪŋɡɛrɛ
minister	metje	mestiɛre	mesteɾ	mɨʃteɹ	mɪnɪstɛrɪʊm
mɨna	məne	minore	minoɾ	mɨnɔɹ	mɪnorɛm
-	minoʁe	-	minoɾaɾ	-	mɪnorarɛ
-	-	minuire	minwiɾ	minuiɹ	mɪnʊɛrɛ
-	mənyiz	minudʒia	-	miusɐ	mɪnutɪam
-	mɛʁvɛj	meraviʎa	maɾaβiʎa	mɐɾɐviʎɐ	mirabɪlɛm
miɾakol	miʁakl	mirakolo	milaɣɾo	milaɡɹɨ	mirakʊlʊm
-	miʁifik	-	-	-	mirɪfɪkʊm
-	-	miʃellaneo	misθelaneo	-	mɪskɛllanɛʊm
-	-	miʃɛla	-	-	mɪskɛllʊm
meʃte	-	meʃere	meθeɾ	mɨʃeɹ	mɪskerɛ
miʃel	-	-	-	-	mɪsɛllʊm
-	-	-	miseɾaβle	-	mɪsɛrabɪlɛm
-	-	mistura	mestuɾa	miʃtuɾɐ	mɪsturam
-	mitiɡasjɔ̃	mitiɡatsione	mitiɣaθjon	mitiɡɐsɐ̃ʊ̃	mitɪɡatɪonɛm
-	mitiʒe	mitiɡare	mitiɣaɾ	-	mitɪɡarɛ
-	-	mite	-	-	mitɛm
-	mɛtʁ	mettere	meteɾ	mɨteɹ	mɪttɛrɛ
mistrets	meti	metitʃʃo	mestiθo	meʃtisʊ	mɪkstikɪʊm
-	mikssjɔ̃	-	mikstjon	-	mɪkstɪonɛm
-	modeʁatœʁ	moderatore	moðeɾaðoɾ	mudɨɾɐdoɹ	mɔdɛratorɛm
-	modeʁe	moderare	moðeɾaɾ	mudɨɾaɹ	mɔdɛrari
-	modik	mɔdiko	moðiko	mɔdikʊ	mɔdɪkʊm
-	myid	motsso	mojo	moɪʊ	mɔdɪʊm
-	modyle	modulare	moðulaɾ	mudulaɹ	mɔdʊlari
-	-	molare	molaɾ	mulaɹ	mɔlarɛm
-	molekyl	molɛkola	molekula	mulɛkulɐ	molɛkʊlam
-	-	-	-	mulɛʃtʊ	mɔlɛstʊm
-	mønje	-	molineɾo	muleɪɾʊ	mɔlinarɪʊm
-	mulɛ̃	mulino	molino	muiɲʊ	mɔlinʊm
muja	muje	mollire	moxaɾ	muʎaɹ	mɔllirɛ
moleatsə	-	molletssa	moʎeθa	mulezɐ	mɔllɪtɪam
-	-	-	moʎeθ	mulisjɨ	mɔllɪtɪɛm
-	mudʁ	-	moleɾ	mueɹ	mɔlɛrɛ
mɨnəstiɾe	monastɛʁ	monastɛro	monasteɾjo	muʃteɪɾʊ	mɔnasterɪʊm
-	-	-	muɲiɾ	muniɹ	mɔnerɛ
monedə	mɔnɛ	moneta	moneða	muɛdɐ	mɔnetam
-	-	monopɔlio	-	-	mɔnɔpolɪʊm
mustra	mɔ̃tʁe	mostrare	mostɾaɾ	muʃtɹaɹ	monstrarɛ
-	mɔ̃stʁyø	mostruozo	-	-	monstrʊosʊm
-	mɔ̃taɲø	montaɲozo	montaɲoso	muŋtɐ̃ɲozʊ	mɔntanɪosʊm
muntos	-	montuozo	montwoso	muŋtwozʊ	mɔntʊosʊm
-	-	-	moɾaliðad	muɾɐlidadɨ	moralɪtatɛm
morb	mɔʁv	mɔrbo	moɾβo	moɾəbʊ	mɔrbʊm
-	mɔʁdaʃ	mordatʃe	moɾðaθ	muɾədaʃ	mɔrdakɛm
-	-	mɔrdere	moɾðeɾ	muɾədeɹ	mɔrderɛ
muɾibund	moʁibɔ̃	moribondo	moɾiβundo	muɾibũŋdʊ	mɔrɪbʊndʊm
-	-	-	-	muɾiʒɨɾʊ	morɪɡɛrʊm
muri	muʁiʁ	morire	moɾiɾ	muʁeɹ	mɔri
-	-	-	moɾaɾ	-	mɔrari
-	moʁozite	-	-	-	morosɪtatɛm
-	moʁɔz	-	-	-	morosʊm
-	mɔʁ	mɔrso	mweso	-	mɔrsʊm
-	mɔʁtalite	mortalita	-	muɾətɐlidadɨ	mɔrtalɪtatɛm
mortar	mɔʁtje	mortaio	moɾteɾo	muɾəteɪɾʊ	mɔrtarɪʊm
-	-	mortifero	-	-	mɔrtɪfɛrʊm
-	-	mortuario	-	muɾətwaɾjʊ	mɔrtʊarɪʊm
mɔaɾe	mœʁ	-	-	-	morɛm
motsjune	mosjɔ̃	motsione	moθjon	musɐ̃ʊ̃	motɪonɛm
motiv	-	motivo	motiβo	mutivʊ	motɪwʊm
-	-	mɔto	-	-	motʊm
-	muvwaʁ	muɔvere	moβeɾ	muveɹ	mɔwerɛ
-	muvmɑ̃	movimento	moβimjɛnto	muvimeɪŋtʊ	mowɪmɛntʊm
mukɔaɾe	mykɔʁ	-	muɣoɾ	-	mukorɛm
mukos	mykø	mukozo	mukoso	mukozʊ	mukosʊm
-	-	-	-	mukɹɐ̃ʊ̃	mʊkronɛm
-	-	mudʒʒine	-	-	muɡɪlɛm
mudʒʲ	myʒiʁ	mudʒʒire	muxiɾ	muʒiɹ	muɡirɛ
mudʒet	-	mudʒʒito	muxiðo	muʒidʊ	muɡitʊm
-	-	moltʃere	mulθeɾ	-	mʊlkerɛ
muldʒe	-	mundʒere	mwiɾ	mũŋʒiɹ	mʊlɡerɛ
-	-	muliebre	-	-	mʊlɪɛbrɛm
mulsuɾə	-	-	-	-	mʊlsuram
-	-	multa	multa	muwtɐ	mʊltam
multiplikatsje	myltiplikasjɔ̃	moltiplikatsione	multiplikaθjon	muwtiplikɐsɐ̃ʊ̃	mʊltɪplɪkatɪonɛm
-	-	multitudine	-	muwtidɐ̃ʊ̃	mʊltɪtudɪnɛm
-	-	multare	multaɾ	muwtaɹ	mʊltarɛ
mul	myl	mulo	mulo	mulʊ	mulʊm
-	mɔ̃dɛ̃	-	-	-	mʊndanʊm
-	-	-	mondaɾ	muŋdaɹ	mʊndarɛ
-	mɔ̃d	mondo	mundo	-	mʊndʊm
-	-	muneratsione	-	-	munɛratɪonɛm
-	mynisipal	munitʃipale	muniθipal	munisipɑl	munɪkɪpalɛm
munitʃipiw	mynisip	munitʃipio	muniθipjo	munisipjʊ	munɪkɪpɪʊm
-	mynifisɑ̃s	munifitʃɛntsa	munifiθɛnθja	munifiseɪŋsjɐ	munɪfɪkɛntɪam
-	-	munifiko	-	munifikʊ	munɪfɪkʊm
-	myniʁ	-	-	muniɹ	munirɛ
-	mynisjɔ̃	-	muniθjon	-	munitɪonɛm
-	-	muno	-	munuʃ	munʊs
-	myʁaj	muraʎa	muɾaʎa	muɾaʎɐ	muralɛm
muɾenə	myʁɛn	murɛna	moɾena	muɾɛɪɐ	mʊrenam
-	-	muritʃe	muɾiθe	muɾisɨ	murɪkɛm
mɔaɾe	-	muria	mweɾa	mowɾɐ	mʊrɪam
-	-	mortadɛlla	-	-	mʊrtatʊm
-	-	-	muɾ	muɾʊ	murɛm
-	myzaʁɛɲ	-	musaɾaɲa	muzɐɾɐ̃ɲʊ	musaranɛʊm
muskə	muʃ	moska	moska	moʃkɐ	mʊskam
muskular	myskylɛʁ	muskolare	muskulaɾ	muʃkulaɹ	muskʊlarɛm
muskulos	myskylø	muskolozo	muskuloso	muʃkulozʊ	muskʊlosʊm
-	-	mitʃo	-	-	musɪonɛm
-	-	mussitare	musitaɾ	musitaɹ	mʊssɪtarɛ
-	-	-	remusɣaɾ	ʁɨʒmũŋɡaɹ	mʊssarɛ
-	-	-	mostaθa	-	mʊstakɛʊm
-	-	moʃo	moθo	-	mʊstɛʊm
must	mu	mosto	mosto	moʃtʊ	mʊstʊm
-	mytilasjɔ̃	-	-	-	mʊtɪlatɪonɛm
-	mo	mɔtto	-	-	mʊttʊm
mukje	-	-	moxon	mutulʊ	mutʊlʊm
-	-	mutuare	-	mutuaɹ	mutʊari
-	mytyɛl	mutuo	mutwo	mutuʊ	mutʊʊm
-	miʁtij	mirtillo	miɾtilo	miɾətilʊ	myrtɪllʊm
mirt	miʁt	mirto	-	miɾətʊ	myrtʊm
-	mistik	mistiko	mistiko	-	mystɪkʊm
-	-	nablo	-	-	nablʊm
-	nɛ̃	nano	enano	ɐnɐ̃ʊ̃	nanʊm
-	naft	nafta	nafta	naftɐ	napʰtʰam
-	naʁasjɔ̃	-	naraθjon	-	narratɪonɛm
-	naʁasjɔ̃	-	naraθjon	-	narratʊm
-	naʁe	narrare	naraɾ	nɐʁaɹ	narrarɛ
-	nas	nassa	nasa	-	nassam
nas	ne	nazo	naso	-	nasʊm
nəsut	-	nazuto	-	-	nasutʊm
-	-	-	naða	-	natam
-	-	natalitsio	nataliθjo	nɐtɐlisjʊ	natalikɪʊm
-	nɔɛl	natale	naðal	nɐtɑl	natalɛm
-	natasjɔ̃	-	-	-	natatɪonɛm
-	-	-	naðaðoɾ	nɐdɐdoɹ	natatorɛm
-	-	natatɔrio	naðaðeɾo	-	natatorɪʊm
-	naʃ	natika	nalɣa	nɑlɡɐ	natɛm
nativitate	nativite	nativita	natiβiðad	nɐtividadɨ	natiwɪtatɛm
ɨnota	-	nuotare	naðaɾ	nɐdaɹ	natarɛ
-	-	natritʃe	natɾiθ	-	natrikɛm
natuɾə	natyʁ	natura	natuɾa	nɐtuɾɐ	naturam
nat	ne	nato	nato	natʊ	natʊm
-	nofʁaʒe	naufraɡare	naʊfɾaɣaɾ	naʊfɹɐɡaɹ	naʊfraɡarɛ
-	nofʁaʒ	naufradʒo	naufɾaɣo	naufɹɐɡʊ	naʊfraɡʊm
-	-	nɔlo	-	-	naʊlʊm
-	-	-	naʊseaβundo	naʊziɐbũŋdʊ	naʊsɛabʊndʊm
-	noze	nauzea	nausea	naʊziɐ	naʊsɪam
-	-	-	naʊta	-	naʊtam
-	nasɛl	navitʃɛlla	-	-	nawɪkɛllam
-	naviʁ	navidʒo	naβio	nɐviʊ	nawɪɡɪʊm
naviɡa	naʒe	naviɡare	naβeɣaɾ	nɐvɨɡaɹ	nawɪɡarɛ
navə	nɛf	nave	naβe	navɨ	nawɛm
-	-	natsjantsɛno	-	-	nazzɪanzenʊm
-	-	napoletano	-	-	nɛapɔlitanʊm
neɡuɾə	-	nebbia	njeβla	nɛvuɐ	nɛbʊlam
ɨneka	nwaje	anneɡare	aneɣaɾ	ɐnɨɡaɹ	nɛkarɛ
-	nɛktaʁ	nɛttare	-	-	nɛktar
-	-	nettarɛo	-	-	nɛktarɛʊm
-	-	-	nefando	nefɐ̃ŋdʊ	nɛfandʊm
-	-	-	nefaɾjo	nefaɾjʊ	nɛfarɪʊm
-	-	-	nefas	nɛfɐʃ	nɛfas
-	nefast	nefasto	nefasto	nefaʃtʊ	nɛfastʊm
neɡliʒentsə	neɡliʒɑ̃s	neɡlidʒɛntsa	neɣlixɛnθja	neɡliʒeɪŋsjɐ	nɛɡlɛɡɛntɪam
neɡliʒa	neɡliʒe	neʎidʒere	neɣlixiɾ	-	nɛɡlɛɡɛrɛ
neɡa	nje	neɡare	neɣaɾ	nɨɡaɹ	nɛɡarɛ
neɡotʃjatsje	neɡosjasjɔ̃	neɡotsjatsione	neɣoθjaθjon	neɡusiɐsɐ̃ʊ̃	nɛɡotɪatɪonɛm
neɡots	neɡɔs	neɡɔtsio	neɣoθjo	neɡɔsjʊ	nɛɡotɪʊm
-	-	nemezi	-	-	nɛmɛsɛm
nimenʲ	-	nimo	-	-	nemɪnɛm
-	nemoʁal	nemorale	-	nemuɾɑl	nɛmɔralɛm
-	-	-	-	nemuɾozʊ	nɛmɔrosʊm
-	-	nenia	-	nenjɐ	nenɪam
-	nepet	nipitɛlla	neβeða	nevɨdɐ	nɛpɛtam
-	-	nekwitsia	nekiθja	nekisjɐ	nekwɪtɪam
-	nɛʁvø	nervozo	neɾβjoso	neɾəvozʊ	nɛrwosʊm
-	nɛʁ	nɛrvo	neɾβjo	neɾəvʊ	nɛrwʊm
neʃtʲ	-	neʃi	-	-	nɛskirɛ
-	nis	neʃo	neθjo	nɛsjʊ	nɛskɪʊm
-	nɛksy	nɛsso	nekso	nɛksʊ	nɛksʊm
-	nidifɔʁm	nidiforme	-	-	nidɪformɛm
-	-	nidore	-	nidoɹ	nidorɛm
-	ni	nido	niðo	niɲʊ	nidʊm
-	nwaʁsiʁ	-	neɣɾeθeɾ	-	nɪɡreskɛrɛ
neɡreatsə	-	neretssa	-	-	nɪɡrɪtɪam
-	nɛ̃b	nembo	nimbo	nimbʊ	nɪmbʊm
-	-	-	nimjeðad	-	nɪmɪɛtatɛm
-	-	-	nimjo	nimjʊ	nɪmɪʊm
-	nɛʒø	nivɛo	niβeo	niviʊ	nɪwɛʊm
nejos	nivoz	nevozo	neβoso	nevozʊ	nɪwosʊm
-	nyiʁ	nuɔtʃere	-	-	nɔkerɛ
notʃiv	nosif	notʃivo	noθiβo	nusivʊ	nɔkiwʊm
-	-	nokumento	-	-	nɔkʊmɛntʊm
-	-	nokuo	-	-	nɔkʊʊm
-	-	-	nweθa	-	nɔdɪam
noda	nwe	-	-	-	nodarɛ
nodos	-	nodozo	nuðoso	nudozʊ	nodosʊm
-	-	-	noluntad	-	nolʊntatɛm
nominatsje	nominasjɔ̃	nominatsione	nominaθjon	numinɐsɐ̃ʊ̃	nomɪnatɪonɛm
numəɾa	-	nominare	nombɾaɾ	numiaɹ	nomɪnarɛ
-	nɔn	nɔnna	-	-	nɔnnam
nun	-	nɔnno	ɲoɲo	nunʊ	nɔnnʊm
-	nɔʁm	nɔrma	-	nɔɾəmɐ	normam
noj	nu	noi	nos	nɔʃ	nos
-	-	nozokɔmio	nosokomjo	nuzukɔmjʊ	nɔsɔkɔmiʊm
-	nɔt	-	-	nɔtɐ	nɔtam
-	notis	-	notiθja	nutisjɐ	notɪtɪam
notaɾe	note	notare	notaɾ	nutaɹ	nɔtarɛ
-	-	notɔrio	notoɾjo	-	notorɪʊm
-	-	-	-	nɔtulɐ	nɔtʊlam
nuja	-	-	-	-	nɔwɛllam
-	novis	novitsio	noβiθjo	nuvisʊ	nɔwikɪʊm
-	-	novilunio	noβilunjo	-	nɔwɪlunɪʊm
-	-	-	noβaɾ	-	nɔwarɛ
now	nœf	nuɔvo	nweβo	novʊ	nɔwʊm
-	-	nossale	-	-	nɔksalɛm
-	ny	nube	nuβe	-	nubɛm
noɾos	nybilø	nuvolozo	nuβloso	nublozʊ	nubɪlosʊm
nutʃet	-	notʃeto	noθeða	-	nʊketʊm
-	-	-	nukleaɾ	-	nuklɛarɛm
-	-	-	nukleaɾ	-	nuklɛarɛ
-	-	nume	numen	numɨ	numɛn
-	nymeʁɛʁ	-	numeɾaɾjo	-	nʊmɛrarɪʊm
-	-	numeratore	numeɾaðoɾ	-	nʊmɛratorɛm
numəɾa	nɔ̃bʁe	numerare	numeɾaɾ	numɨɾaɹ	nʊmɛrarɛ
-	-	numerozita	numeɾosiðad	numɨɾuzidadɨ	nʊmɛrosɪtatɛm
numeɾos	nɔ̃bʁø	numerozo	numeɾoso	-	nʊmɛrosʊm
numər	nɔ̃bʁ	numero	numeɾo	nũmɨɾʊ	nʊmɛrʊm
-	-	-	-	numiʒmɐ	nʊmɪsma
-	nɔ̃s	-	nunθjo	-	nuntɪʊm
nuntə	nos	nɔtsse	nupθjas	nupsjɐʃ	nuptɪas
-	-	-	nutaɾ	nutaɹ	nutarɛ
nutrets	nuʁis	-	noðɾiθa	-	nutrikɪʊm
nutrika	-	nutrikare	-	-	nutrikarɛ
-	nytʁimɑ̃	-	-	-	nutrimɛntʊm
nutri	nuʁiʁ	nutrire	nutɾiɾ	nutɹiɹ	nutrirɛ
-	nuʁis	nutritʃe	noðɾiθa	nutɹiʃ	nutrikɛm
-	-	-	nuto	nutʊ	nutʊm
-	nɛ̃f	ninfa	nimfa	niŋfɐ	nympʰam
-	-	-	-	ɔbisɨ	ɔbɪkɛm
-	-	-	oβxeto	-	ɔbɪkɛrɛ
objekt	ɔbʒɛ	odʒʒɛtto	oβxeto	ɔbʒɛtʊ	ɔbɪɛktʊm
-	obi	ɔbito	oβito	ɔbitʊ	ɔbɪtʊm
-	-	objurɡatsione	-	-	ɔbɪʊrɡatɪonɛm
-	-	objurɡare	-	-	ɔbɪurɡarɛ
objektiv	ɔbʒɛktif	objettivo	oβxetiβo	ɔbʒɨtivʊ	ɔbjɛktiwʊm
-	-	oblatsione	oβlaθjon	ɔblɐsɐ̃ʊ̃	ɔblatɪonɛm
obliɡatsje	ɔbliɡasjɔ̃	obbliɡatsione	oβliɣaθjon	ɔbɹiɡɐsɐ̃ʊ̃	ɔblɪɡatɪonɛm
obliɡa	ɔbliʒe	obbliɡare	oβliɣaɾ	ɔbɹiɡaɹ	ɔblɪɡarɛ
-	ɔblike	-	-	-	ɔblikwarɛ
-	ɔbliteʁe	obliterare	oβliteɾaɾ	ɔblitɨɾaɹ	ɔblɪttɛrarɛ
-	-	oblivione	-	ɔblivjʊ	ɔbliwɪonɛm
-	-	obliviozo	-	-	ɔbliwɪosʊm
ujta	ublie	obliare	olβiðaɾ	ɔlvidaɹ	ɔbliwɪski
-	-	ɔblio	-	-	ɔbliwɪʊm
amutsʲi	-	-	-	-	ɔbmuteskɛrɛ
-	-	-	-	ɔbnɔksjʊ	ɔbnɔksɪʊm
-	ɔbnybile	obnubilare	obnuβilaɾ	-	ɔbnubɪlarɛ
-	obedjɑ̃s	-	oβeðjɛnθja	ɔbɨdjeɪŋsjɐ	ɔbɔɪdɪɛntɪam
-	-	-	oβeðeθeɾ	ɔbɨdɨseɹ	ɔbɔɪdirɛ
obskur	ɔbskyʁ	oskuro	oβskuɾo	ɔbskuɾʊ	ɔbskurʊm
-	ɔbsekʁasjɔ̃	-	-	-	ɔbsɛkratɪonɛm
-	ɔbsɛk	-	-	-	ɔbsɛkwɪas
-	ɔbsekjø	-	oβsekjoso	-	ɔbsɛkwɪosʊm
-	-	ossɛkwjo	oβsekjo	-	ɔbsɛkwɪʊm
observa	ɔbsɛʁve	-	oβseɾβaɾ	ɔbsɨɾəvaɹ	ɔbsɛrwarɛ
-	ɔbsede	ossedere	oβseðeɾ	-	ɔbsɪderɛ
-	ɔbstetʁik	ostɛtrika	-	-	ɔbstɛtrikɛm
-	ote	ostare	oβstaɾ	ɔbstaɹ	ɔbstarɛ
-	ɔbstʁye	-	oβstɾuiɾ	-	ɔbstrʊɛrɛ
asurzʲ	-	-	-	-	ɔbsʊrdeskɛrɛ
-	ɔbtɑ̃peʁe	-	obtempeɾaɾ	-	ɔbtɛmpɛrarɛ
obtsine	ɔbtniʁ	ottenere	obteneɾ	ɔbteɹ	ɔbtɪnerɛ
-	-	ottundere	-	-	ɔbtʊndɛrɛ
-	ɔbty	-	obtuso	ɔbtuzʊ	ɔbtusʊm
-	ɔbvniʁ	-	-	-	ɔbwɛnirɛ
-	ɔbvje	ovviare	obβjaɾ	ɔbviaɹ	ɔbwɪarɛ
ujb	ɔbvi	ɔvvio	obβjo	ɔbvjʊ	ɔbwɪʊm
okazje	ɔkazjɔ̃	okkazione	okasjon	ɔkɐziɐ̃ʊ̃	ɔkkasɪonɛm
oktʃident	ɔksidɑ̃	otʃʃidɛnte	okθiðɛnte	ɔsideɪŋtɨ	ɔkkɪdɛntɛm
oktʃidental	ɔksidɑ̃tal	otʃʃidentale	okθiðental	ɔsideɪŋtɑl	ɔkkɪdɛntalɛm
utʃide	ɔksiʁ	utʃʃidere	-	-	ɔkkɪdɛrɛ
-	ɔklyʁ	okkludere	okluiɾ	-	ɔkkludɛrɛ
-	-	-	okaɾ	-	ɔkkarɛ
-	ɔkylte	okkultare	okultaɾ	ɔkuwtaɹ	ɔkkʊltarɛ
-	-	okkɔrrere	okuriɾ	ɔkuʁeɹ	ɔkkʊrrɛrɛ
-	ɔktav	ottavo	otʃaβo	-	ɔktawʊm
-	-	ottɛnne	-	-	ɔktɛnnɛm
okular	okylɛʁ	okulare	okulaɾ	ɔkulaɹ	ɔkʊlarɛm
-	-	okulato	-	-	ɔkʊlatʊm
-	-	odjare	oðjaɾ	ɔdiaɹ	odɪssɛ
-	-	ɔdio	oðjo	ɔdjʊ	ɔdɪʊm
urdɔaɾe	odœʁ	odore	oloɾ	ɔdoɹ	ɔdorɛm
ofeɾʲi	ɔfʁiʁ	offrire	ofɾeθeɾ	ɔfɨɾɨseɹ	ɔffɛrrɛ
-	-	offertɔrio	ofeɾtoɾjo	-	ɔffɛrtorɪʊm
-	ɔfisin	offitʃina	ofiθina	ɔfisinɐ	ɔffɪkinam
-	ɔfisjø	uffitʃozo	-	-	ɔffɪkɪosʊm
-	ɔfis	uffitʃo	ofiθjo	ɔfisjʊ	ɔffɪkɪʊm
-	-	-	aoɣaɾ	ɐfuɡaɹ	ɔffokarɛ
-	ɔfyske	-	-	-	ɔffʊskarɛ
-	-	-	oleaɾjo	-	ɔlɛarɪʊm
-	-	oleato	oleato	-	ɔlɛatʊm
-	-	olire	oleɾ	-	ɔlerɛ
-	-	oleozo	oleoso	-	ɔlɛosʊm
-	-	olfattɔrio	olfatoɾjo	ɔlfɐtɔɾjʊ	ɔlfaktorɪʊm
-	oliɡaʁk	oliɡarka	oliɣaɾka	ɔliɡaɾəkɐ	ɔlɪɡarkʰam
-	oliɡaʁʃik	oliɡarkiko	oliɣaɾkiko	ɔliɡaɾəkikʊ	ɔlɪɡarkʰɪkʊm
ɔalə	-	ɔlla	oʎa	ɔʎɐ	ɔllam
olar	-	-	oʎeɾo	ɔleɪɾʊ	ɔllarɪʊm
-	-	-	oloɾ	ɔloɹ	ɔlorɛm
-	-	omazo	-	-	ɔmasʊm
-	-	omento	omɛnto	-	omɛntʊm
-	-	-	ominaɾ	-	omɪnari
-	ɔmnifɔʁm	-	-	-	ɔmnɪformɛm
-	-	oɲɲi	-	-	ɔmnɛm
-	ɔmnisjɑ̃	onniʃɛnte	-	-	ɔmnɪskɪɛntɛm
-	-	-	omnisθjo	-	ɔmnɪskɪʊm
-	onaɡʁ	onaɡro	onaɣɾo	ɔnaɡɹʊ	ɔnaɡrʊm
-	-	onisko	-	-	ɔnɪskʊm
-	onomatope	onomatopɛa	onomatopeja	ɔnumɐtupɛɪɐ	ɔnɔmatɔpɔɪjam
